Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,73.014,70.889,67.610,66.859,66.362,71.695,71.227,82.984
0.000,75.865,73.750,70.819,69.679,68.866,74.311,73.986,84.747
0.000,77.442,75.439,72.470,71.294,70.214,75.820,75.550,86.427
0.000,78.488,76.367,73.481,72.457,71.342,76.905,76.607,87.803
0.000,79.216,77.138,74.075,73.127,72.046,77.611,77.320,89.626
0.000,79.752,77.625,74.666,73.687,72.632,78.234,77.944,89.684
0.000,80.225,78.173,75.233,74.255,73.142,78.788,78.424,89.481
0.285,80.651,78.615,75.724,74.631,73.539,79.148,78.813,89.379
0.000,80.988,79.053,76.067,74.958,73.847,79.452,79.127,89.898
0.000,81.262,79.326,76.332,75.253,74.196,79.759,79.528,90.116
0.000,81.453,79.599,76.534,75.438,74.407,79.951,79.819,90.442
0.000,81.606,79.764,76.679,75.612,74.595,80.146,80.019,90.739
0.000,81.784,79.975,76.825,75.826,74.824,80.340,80.146,90.989
0.000,81.904,80.142,77.052,75.983,74.965,80.523,80.295,90.685
0.000,82.073,80.259,77.190,76.145,75.070,80.612,80.397,90.325
0.378,82.169,80.298,77.333,76.295,75.181,80.720,80.499,89.954
0.000,82.260,80.431,77.391,76.339,75.243,80.788,80.654,89.702
0.000,82.341,80.483,77.521,76.397,75.341,80.912,80.796,89.558
0.000,82.452,80.686,77.642,76.519,75.477,81.044,81.024,90.216
0.000,82.539,80.788,77.790,76.580,75.550,81.123,81.105,90.118
0.000,82.598,80.829,77.828,76.633,75.572,81.134,81.112,91.052
0.000,82.658,80.827,77.900,76.665,75.666,81.227,81.170,91.379
0.000,82.716,80.938,77.973,76.684,75.692,81.249,81.244,91.264
0.478,82.794,80.978,77.994,76.725,75.768,81.267,81.290,91.984
0.000,82.896,81.036,78.088,76.795,75.807,81.307,81.344,92.073
0.000,82.946,81.108,78.277,76.824,75.803,81.349,81.428,91.859
0.000,82.960,81.104,78.321,76.879,75.809,81.349,81.435,91.655
0.000,82.991,81.114,78.376,76.927,75.816,81.372,81.413,91.513
0.000,83.004,81.163,78.409,76.951,75.838,81.392,81.455,91.242
0.000,83.080,81.175,78.429,76.977,75.853,81.412,81.484,90.897
