Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,79.764,79.369,80.600,82.938,83.096,84.896,83.889,88.714
0.000,82.512,82.205,83.524,86.053,86.121,87.761,86.548,92.055
0.000,84.157,83.832,85.128,87.634,87.630,89.405,88.297,93.342
0.000,85.383,85.002,86.123,88.624,88.659,90.443,89.436,94.567
0.000,86.174,85.789,86.985,89.359,89.377,91.162,90.174,96.669
0.000,86.897,86.477,87.638,89.988,90.022,91.769,90.813,97.259
0.000,87.452,87.153,88.173,90.495,90.523,92.227,91.380,97.548
0.282,87.913,87.577,88.560,90.849,90.877,92.627,91.801,97.844
0.000,88.286,87.920,88.967,91.276,91.205,92.941,92.093,97.844
0.000,88.631,88.288,89.236,91.563,91.441,93.227,92.422,98.319
0.000,88.915,88.552,89.415,91.775,91.669,93.453,92.647,98.227
0.000,89.095,88.671,89.603,91.942,91.837,93.605,92.815,98.599
0.000,89.352,88.817,89.783,92.123,92.066,93.757,92.998,99.011
0.000,89.531,88.989,89.997,92.271,92.211,93.881,93.187,99.275
0.000,89.685,89.064,90.138,92.364,92.309,93.995,93.324,99.155
0.382,89.843,89.181,90.303,92.533,92.447,94.100,93.430,99.771
0.000,89.935,89.333,90.472,92.630,92.535,94.245,93.585,99.761
0.000,89.972,89.406,90.578,92.693,92.633,94.354,93.668,99.681
0.000,90.037,89.453,90.671,92.748,92.687,94.426,93.694,99.997
0.000,90.127,89.506,90.800,92.845,92.821,94.516,93.715,99.954
0.000,90.172,89.630,90.916,92.923,92.903,94.594,93.755,99.791
0.000,90.204,89.744,90.977,92.957,92.954,94.665,93.780,99.637
0.000,90.221,89.811,91.028,93.061,93.022,94.724,93.817,99.297
0.478,90.250,89.857,91.060,93.099,93.072,94.820,93.907,99.263
0.000,90.288,89.939,91.113,93.136,93.131,94.878,93.967,99.547
0.000,90.382,90.012,91.155,93.149,93.154,94.922,94.024,99.249
0.000,90.517,90.064,91.215,93.207,93.218,94.971,94.071,99.139
0.000,90.560,90.088,91.284,93.248,93.248,94.997,94.134,99.048
0.000,90.643,90.101,91.290,93.255,93.243,95.020,94.152,99.083
0.000,90.664,90.135,91.297,93.316,93.243,95.033,94.186,99.462
0.000,90.629,90.150,91.303,93.323,93.250,95.084,94.239,100.012
0.576,90.630,90.241,91.337,93.344,93.268,95.100,94.277,100.426
0.000,90.600,90.261,91.351,93.330,93.241,95.119,94.307,100.597
0.000,90.540,90.266,91.380,93.358,93.261,95.122,94.309,100.383
0.000,90.507,90.255,91.416,93.371,93.246,95.137,94.334,100.367
0.000,90.467,90.227,91.378,93.362,93.215,95.127,94.320,101.100
0.000,90.450,90.196,91.356,93.375,93.196,95.111,94.309,101.084
0.000,90.429,90.152,91.348,93.406,93.206,95.144,94.307,100.940
0.000,90.390,90.142,91.320,93.408,93.213,95.129,94.271,100.796
0.675,90.353,90.140,91.312,93.379,93.209,95.120,94.253,100.936
