Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,92.185,92.244,91.206,90.793,91.588,91.082,91.806,90.783
0.000,91.751,91.810,90.772,90.359,91.154,90.648,91.372,90.349
0.000,91.316,91.375,90.337,89.924,90.719,90.213,90.937,89.914
0.000,90.881,90.940,89.902,89.489,90.284,89.778,90.502,89.479
0.000,90.446,90.505,89.467,89.054,89.849,89.343,90.067,89.044
0.000,90.011,90.070,89.032,88.619,89.414,88.908,89.632,88.609
0.000,89.576,89.635,88.597,88.184,88.979,88.473,89.197,88.174
0.324,89.141,89.200,88.162,87.749,88.544,88.038,88.762,87.739
0.000,88.706,88.765,87.727,87.314,88.109,87.603,88.327,87.304
0.000,88.271,88.330,87.292,86.879,87.674,87.168,87.892,86.869
0.000,87.836,87.895,86.857,86.444,87.239,86.733,87.457,86.434
0.000,87.401,87.460,86.422,86.009,86.804,86.298,87.022,85.999
0.000,87.345,87.025,85.987,85.574,86.369,85.863,86.587,85.564
0.000,86.962,87.214,86.167,85.822,85.934,85.428,86.152,85.129
0.000,86.527,86.786,85.733,85.388,85.499,84.993,85.717,84.694
0.418,86.469,86.351,85.298,84.953,85.837,84.558,86.194,85.027
0.000,86.178,86.540,85.463,85.143,85.402,84.970,85.760,84.593
0.000,85.748,86.116,85.032,84.712,85.652,84.535,85.843,84.158
0.000,85.318,85.691,84.601,84.281,85.235,85.467,85.652,84.404
0.000,84.891,85.266,84.171,83.851,84.806,85.037,85.222,83.976
0.000,84.462,84.844,83.739,83.423,84.377,84.606,84.792,83.549
0.000,84.034,84.423,84.917,82.994,83.949,85.734,84.363,83.120
0.000,83.608,88.836,84.941,82.566,83.523,93.119,83.934,82.694
0.530,83.182,96.166,93.361,82.138,83.098,92.691,83.506,82.268
0.000,82.756,96.298,92.936,81.712,82.672,94.796,83.079,81.844
0.000,82.334,98.469,95.182,81.286,82.248,94.365,82.653,81.420
0.000,81.911,98.051,94.749,80.862,81.823,93.930,82.227,80.998
0.000,81.488,97.616,94.314,80.438,81.400,97.440,81.803,80.575
0.000,81.068,100.417,93.879,80.016,80.979,97.448,81.379,80.154
0.000,80.650,101.599,93.444,87.821,80.557,98.858,87.221,79.739
0.000,80.301,101.166,98.843,94.047,80.140,98.425,94.427,79.324
0.611,87.326,102.630,101.169,95.692,79.723,97.990,95.731,78.912
0.000,94.944,103.989,100.735,95.341,79.306,102.372,95.793,79.855
0.000,96.763,103.556,100.301,97.901,78.892,102.252,95.401,79.472
0.000,96.330,103.123,99.868,98.941,78.568,101.818,100.236,79.038
0.000,99.755,102.692,99.436,100.532,81.592,101.385,100.145,78.604
0.000,101.455,102.262,99.006,101.657,81.180,100.963,101.702,78.169
0.000,101.024,101.831,98.574,101.224,80.745,100.537,103.392,77.734
0.000,102.177,101.403,98.142,100.801,98.189,100.112,102.959,98.052
0.737,103.659,100.971,97.709,100.374,100.943,99.682,102.525,100.869
0.000,103.225,100.538,97.275,99.942,100.509,99.249,102.092,100.435
0.000,102.791,100.104,96.841,99.509,100.087,98.816,101.659,100.003
0.000,102.356,99.670,96.408,99.076,103.569,98.382,101.226,99.586
0.000,101.922,99.236,95.974,98.642,103.135,97.948,100.792,99.174
0.000,101.488,98.802,95.540,98.207,102.701,97.514,100.358,98.765
0.000,101.053,98.367,95.106,97.773,102.266,97.079,99.924,98.343
0.807,100.619,97.933,94.672,97.338,101.831,96.645,99.490,97.917
0.000,100.184,97.499,94.239,96.903,101.396,96.211,99.055,97.488
0.000,99.750,97.065,93.805,96.469,100.961,95.777,98.621,97.058
0.000,99.316,96.631,93.371,96.034,100.526,95.343,98.187,96.627
0.000,98.881,96.197,92.938,95.600,100.092,94.909,97.753,96.194
0.000,98.447,95.763,92.504,95.165,99.657,94.475,97.319,95.761
0.000,98.012,95.329,92.070,94.730,99.222,94.041,96.885,95.329
0.000,97.578,94.895,91.637,94.296,98.787,93.607,96.451,94.896
0.905,97.144,94.461,91.204,93.862,98.352,93.173,96.018,94.463
0.000,96.710,94.028,90.771,93.427,97.917,92.740,95.584,94.031
0.000,96.276,93.595,90.339,92.993,97.482,92.306,95.151,93.598
0.000,95.842,93.162,89.908,92.559,97.048,91.873,94.717,93.166
0.000,95.408,92.729,89.475,92.125,96.613,91.440,94.284,92.734
0.000,94.975,92.296,89.043,91.691,96.178,91.008,93.851,92.303
0.000,94.541,91.864,88.612,91.257,95.743,90.575,93.419,91.873
0.000,94.108,91.432,88.181,90.823,95.309,90.144,92.987,91.442
1.001,93.675,91.000,87.751,90.389,94.874,89.712,92.555,91.012
0.000,93.242,90.569,87.321,89.955,94.440,89.282,92.123,90.584
0.000,92.809,90.137,86.892,89.522,94.005,88.851,91.692,90.153
0.000,92.376,89.706,86.463,89.088,93.570,88.420,91.260,89.724
0.000,91.944,89.276,86.034,88.655,93.136,87.991,90.830,89.297
0.000,91.512,88.846,85.606,88.221,92.701,87.560,90.399,88.868
0.000,91.080,88.417,85.180,87.789,92.267,87.132,89.970,88.439
0.000,90.648,87.987,84.752,87.356,91.832,86.704,89.540,88.014
1.098,90.219,87.560,84.328,86.924,91.398,86.277,89.112,87.591
0.000,89.788,87.131,83.903,86.492,90.963,85.851,88.684,87.165
0.000,89.358,86.705,83.479,86.061,90.529,85.427,88.257,86.743
0.000,88.928,86.278,83.056,85.630,90.095,85.000,87.831,86.323
0.000,88.497,85.850,82.633,85.198,89.661,84.574,87.404,85.898
0.000,88.068,85.425,82.211,84.766,89.227,84.147,86.979,85.479
0.000,87.641,85.001,81.793,84.336,88.793,83.722,86.553,85.063
0.000,87.216,84.581,81.379,83.908,88.359,83.304,86.135,84.658
1.197,86.788,84.156,80.962,83.479,87.926,82.881,85.711,84.245
0.000,86.361,83.736,80.550,83.050,87.492,82.460,85.288,83.834
0.000,85.935,83.323,80.137,82.624,87.059,82.046,84.872,83.424
0.000,85.511,82.910,79.738,82.196,86.625,81.632,84.458,83.026
0.000,85.093,82.498,79.338,81.769,86.193,81.223,84.042,82.622
0.000,84.672,82.088,78.933,81.343,85.761,80.808,83.632,82.227
0.000,84.254,81.684,78.534,80.920,85.328,80.404,83.225,81.839
1.295,83.838,81.271,78.141,80.499,84.897,80.002,82.815,81.447
0.000,83.433,80.880,77.766,80.077,84.465,79.607,82.413,81.067
0.000,83.013,80.480,77.371,79.654,84.033,79.210,82.004,80.679
0.000,82.596,80.080,76.984,79.232,83.603,78.810,81.603,80.292
0.000,82.181,79.686,76.606,78.811,83.172,78.410,81.203,79.904
0.000,81.773,79.296,76.244,78.397,82.742,78.032,80.812,79.541
0.000,81.360,78.911,75.872,77.980,82.312,77.640,80.428,79.178
0.000,80.963,78.533,75.526,77.570,81.883,77.285,80.053,78.836
1.393,80.566,78.164,75.181,77.158,81.456,76.907,79.667,78.487
0.000,80.170,77.800,74.830,76.756,81.030,76.536,79.298,78.155
0.000,79.779,77.429,74.501,76.354,80.603,76.184,78.931,77.814
0.000,79.385,77.049,74.148,75.948,80.177,75.817,78.555,77.461
0.000,78.997,76.700,73.795,75.547,79.750,75.454,78.186,77.115
0.000,78.629,76.354,73.473,75.148,79.324,75.109,77.848,76.810
0.000,78.258,76.011,73.186,74.752,78.902,74.776,77.494,76.491
0.000,77.900,75.678,72.889,74.364,78.482,74.435,77.164,76.224
1.499,77.536,75.355,72.608,73.987,78.070,74.159,76.861,75.988
0.000,77.177,75.034,72.318,73.609,77.654,73.833,76.525,75.686
0.000,76.826,74.726,72.020,73.225,77.236,73.533,76.210,75.434
0.000,76.490,74.496,71.805,72.867,76.822,73.209,75.903,75.251
0.000,76.124,74.200,71.567,72.510,76.405,72.914,75.586,74.959
0.000,75.787,73.935,71.336,72.158,75.993,72.661,75.325,74.698
0.000,75.451,73.640,71.087,71.791,75.580,72.407,75.017,74.445
0.000,75.165,73.373,70.882,71.451,75.175,72.136,74.742,74.231
1.594,74.864,73.111,70.693,71.132,74.767,71.933,74.498,73.960
0.000,74.575,72.900,70.482,70.813,74.369,71.693,74.266,73.751
0.000,74.321,72.706,70.278,70.484,73.973,71.467,74.052,73.591
0.000,74.111,72.518,70.086,70.190,73.573,71.261,73.834,73.459
0.000,73.875,72.347,69.984,69.978,73.176,71.122,73.676,73.338
0.000,73.618,72.110,69.810,69.656,72.789,70.919,73.467,73.208
0.000,73.389,72.035,69.679,69.384,72.421,70.763,73.362,73.110
0.000,73.227,71.854,69.457,69.117,72.049,70.561,73.153,73.003
1.692,73.055,71.743,69.341,68.907,71.706,70.464,73.020,72.958
0.000,72.846,71.535,69.201,68.605,71.338,70.297,72.801,72.786
0.000,72.634,71.415,69.076,68.360,70.965,70.201,72.725,72.730
0.000,72.466,71.240,68.951,68.144,70.610,70.114,72.642,72.645
0.000,72.345,71.232,68.975,67.978,70.272,69.955,72.522,72.554
0.000,72.097,71.088,68.883,67.787,69.965,69.965,72.399,72.431
0.000,71.939,71.094,68.922,67.598,69.657,69.892,72.344,72.421
1.788,71.781,70.912,68.808,67.392,69.334,69.717,72.163,72.296
0.000,71.586,70.747,68.666,67.137,68.995,69.571,72.045,72.197
0.000,71.389,70.588,68.563,66.942,68.698,69.461,71.944,72.155
0.000,71.247,70.551,68.482,66.773,68.385,69.342,71.863,72.152
0.000,71.168,70.481,68.569,66.738,68.101,69.375,71.836,72.118
0.000,71.072,70.366,68.466,66.626,67.816,69.267,71.716,72.015
0.000,70.913,70.171,68.339,66.456,67.506,69.135,71.570,71.843
0.000,70.810,70.123,68.258,66.286,67.210,69.061,71.448,71.794
1.887,70.629,70.056,68.265,66.165,66.950,69.083,71.394,71.721
0.000,70.627,70.005,68.170,66.045,66.713,68.974,71.275,71.674
