Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,71.030,69.669,69.770,68.003,67.739,69.536,70.370,83.894
0.000,74.046,72.579,72.467,70.672,70.580,71.896,73.633,83.965
0.000,75.588,74.301,74.135,72.297,72.104,73.364,75.514,84.429
0.000,76.726,75.557,75.544,73.407,73.062,74.448,76.931,85.164
0.000,77.369,76.197,76.281,74.187,73.947,75.182,77.542,87.439
0.000,77.784,76.680,76.745,74.761,74.512,75.725,78.020,88.478
0.000,78.116,76.969,77.041,75.220,74.919,76.150,78.315,88.302
0.289,78.491,77.354,77.367,75.598,75.243,76.543,78.560,87.966
0.000,78.797,77.590,77.699,75.884,75.523,76.888,78.833,87.852
0.000,79.152,77.913,78.003,76.287,75.822,77.199,79.129,87.857
0.000,79.351,78.051,78.265,76.493,76.057,77.397,79.273,87.987
0.000,79.556,78.297,78.424,76.698,76.260,77.520,79.431,88.122
0.000,79.738,78.617,78.540,76.886,76.449,77.691,79.581,88.477
0.000,80.009,79.005,78.704,77.088,76.602,77.860,79.741,89.332
0.000,80.188,79.277,78.787,77.180,76.779,78.006,79.895,89.307
0.386,80.419,79.511,78.822,77.281,76.870,78.080,80.060,90.164
0.000,80.583,79.674,78.913,77.428,76.966,78.173,80.164,90.523
0.000,80.619,79.846,79.032,77.560,77.069,78.244,80.249,91.611
0.000,80.615,80.008,79.141,77.635,77.124,78.413,80.347,91.858
0.000,80.681,80.096,79.194,77.675,77.210,78.478,80.508,91.759
0.000,80.721,80.124,79.268,77.698,77.230,78.555,80.584,91.564
0.000,80.762,80.177,79.310,77.727,77.357,78.738,80.672,91.528
0.000,80.771,80.223,79.390,77.765,77.450,78.875,80.749,91.410
0.486,80.830,80.235,79.465,77.817,77.533,79.000,80.765,91.502
0.000,80.797,80.175,79.454,77.816,77.539,78.988,80.723,91.411
0.000,80.760,80.139,79.351,77.793,77.486,78.948,80.737,91.887
0.000,80.708,80.139,79.288,77.791,77.465,78.956,80.748,91.814
0.000,80.686,80.204,79.260,77.792,77.441,78.933,80.749,92.040
0.000,80.699,80.210,79.211,77.770,77.444,78.876,80.824,92.226
0.000,80.784,80.360,79.203,77.795,77.424,78.870,80.878,92.346
