Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,78.999,77.843,77.250,80.865,81.283,82.986,82.411,90.170
0.000,81.726,80.545,80.074,83.698,84.046,85.741,85.249,92.238
0.000,83.349,82.424,81.496,85.105,85.623,87.461,86.918,94.341
0.000,84.392,83.669,82.501,86.107,86.602,88.523,87.933,95.236
0.000,85.252,84.556,83.488,86.998,87.502,89.369,88.722,97.292
0.000,85.914,85.280,84.237,87.624,88.052,89.981,89.417,97.863
0.000,86.449,85.879,84.780,88.141,88.549,90.472,89.911,98.160
0.304,86.817,86.333,85.246,88.513,88.911,90.872,90.328,98.371
0.000,87.174,86.712,85.583,88.860,89.219,91.161,90.671,98.383
0.000,87.397,87.005,85.840,89.221,89.544,91.428,90.891,98.533
0.000,87.521,87.225,86.130,89.475,89.763,91.623,91.113,98.360
0.000,87.662,87.436,86.289,89.725,89.977,91.796,91.280,98.336
0.000,87.798,87.677,86.402,89.864,90.163,91.966,91.450,98.445
0.000,87.955,87.938,86.590,89.948,90.316,92.102,91.577,98.952
0.000,87.972,88.099,86.754,90.086,90.544,92.235,91.649,98.805
0.398,88.022,88.295,86.957,90.211,90.655,92.346,91.761,98.882
0.000,88.124,88.446,87.092,90.313,90.786,92.439,91.834,99.928
0.000,88.124,88.500,87.142,90.343,90.902,92.532,91.883,99.931
0.000,88.131,88.562,87.212,90.383,91.017,92.602,91.942,99.901
0.000,88.106,88.592,87.287,90.468,91.149,92.694,91.986,99.929
0.000,88.107,88.614,87.376,90.525,91.200,92.744,92.064,100.000
0.000,88.097,88.617,87.446,90.611,91.234,92.775,92.155,100.218
0.000,88.145,88.645,87.535,90.651,91.279,92.810,92.245,100.347
0.505,88.238,88.659,87.682,90.682,91.323,92.843,92.307,100.331
0.000,88.240,88.600,87.770,90.753,91.436,92.913,92.365,100.782
0.000,88.290,88.592,87.876,90.803,91.476,92.951,92.422,100.932
0.000,88.389,88.590,87.949,90.842,91.519,92.974,92.469,101.369
0.000,88.429,88.581,87.941,90.874,91.540,93.004,92.485,101.220
0.000,88.476,88.575,88.000,90.913,91.555,93.004,92.489,101.332
