Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,86.430,86.703,85.212,84.361,83.643,85.903,87.466,98.267
0.000,89.680,89.570,88.341,87.247,86.349,88.604,90.497,100.656
0.000,91.492,91.536,90.285,88.970,87.971,90.199,92.153,102.000
0.000,92.587,92.845,91.493,90.102,89.099,91.233,93.339,102.818
0.000,93.438,93.727,92.564,91.034,89.742,91.936,94.338,103.431
0.000,94.005,94.342,93.359,91.812,90.386,92.487,95.064,103.970
0.000,94.409,94.717,93.930,92.330,90.953,92.964,95.618,105.082
0.276,94.684,95.025,94.310,92.783,91.375,93.355,96.023,105.382
0.000,95.010,95.252,94.653,93.100,91.745,93.682,96.389,105.926
0.000,95.237,95.395,94.891,93.324,91.993,93.958,96.675,105.958
0.000,95.398,95.530,95.077,93.487,92.221,94.172,96.917,106.244
0.000,95.560,95.623,95.303,93.613,92.339,94.396,97.142,106.313
0.000,95.732,95.712,95.576,93.710,92.552,94.650,97.311,106.330
0.000,95.809,95.770,95.772,93.822,92.719,94.955,97.494,105.978
0.000,95.826,95.752,95.910,93.858,92.887,95.174,97.617,105.932
0.369,95.894,95.816,96.049,93.917,93.043,95.449,97.715,105.669
0.000,95.910,95.826,96.143,93.971,93.158,95.642,97.807,106.432
0.000,95.952,95.950,96.289,94.052,93.287,95.795,97.858,106.280
0.000,95.942,96.014,96.310,94.129,93.396,95.926,97.912,106.433
0.000,95.951,96.009,96.289,94.187,93.435,95.991,97.904,106.509
0.000,96.035,96.006,96.260,94.233,93.476,96.055,97.939,106.380
0.000,96.097,96.173,96.276,94.277,93.544,96.121,98.032,106.571
0.000,96.197,96.269,96.274,94.334,93.598,96.166,98.117,106.245
0.471,96.221,96.411,96.288,94.399,93.654,96.286,98.135,106.087
0.000,96.296,96.532,96.346,94.478,93.740,96.404,98.187,106.080
0.000,96.368,96.577,96.352,94.545,93.785,96.460,98.200,105.875
0.000,96.495,96.674,96.343,94.569,93.774,96.488,98.255,105.669
0.000,96.638,96.675,96.346,94.616,93.780,96.515,98.303,105.817
0.000,96.757,96.694,96.372,94.662,93.787,96.500,98.366,105.771
0.000,96.878,96.698,96.391,94.693,93.820,96.502,98.441,105.596
