Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),App message,
0,1752,,0.28540705390014254,-1.8065782837358606,13.871868506317258,30.41589970024823,10118,421.9253611431779,302.3918166369505,71.66950472416272,0.0059742962088978275,0.004281748503671503,,
0.02349500000476837,1752,,0.28535119337835235,-1.8053621504207298,13.871018081999786,30.418442974266515,10119,421.9347725223302,302.3602656564854,71.66042842332543,0.005970897487144757,0.004278770720005505,,
0,1752,,0.28540207899129055,-1.8058800421480112,13.871648204751523,30.40754832003174,10117,421.80281306446346,302.3748703026791,71.68630955917016,0.005972321841230769,0.00428133712297462,,
0.0515799999833107,1752,,0.28536080038832246,-1.8052327951055926,13.870846332144355,30.388443825657678,10117,421.5134345786986,302.32161628390094,71.72288982581789,0.0059712329448859324,0.004282740826303478,,
0.07912999999523163,1752,,0.2853572056650716,-1.8049827695355574,13.870451995214774,30.389652206523262,10117,421.5182120818536,302.31043322805914,71.71942387375523,0.005970626783409428,0.004282099130713366,,
0.10450499999523163,1752,,0.28535126358369034,-1.804891470149356,13.870003299094742,30.384282150943424,10116,421.4300936742108,302.28801193205715,71.72909967026294,0.0059707676087235205,0.004282777849141069,,
0.12648000001907347,1752,,0.2852631509949032,-1.8046271210017484,13.869230187860445,30.413026696770235,10116,421.8052679670514,302.18812623768764,71.64161976784334,0.005971866411396686,0.004278341827496365,,
0.15164999997615813,1752,,0.28518090475592994,-1.8045180512669898,13.868679617892107,30.42176123267375,10114,421.90965994796267,302.0530468886737,71.59187749480024,0.005974175959668676,0.004277024734369805,,
0.1738250000178814,1752,,0.2851547028859881,-1.804530335767477,13.86819583953002,30.425772475587884,10113,421.9505712604349,301.98810776342617,71.5695458976009,0.005975501317360232,0.004276639157939878,,
0.20107499998807907,1752,,0.28517890617704666,-1.8047528549234388,13.867819977319321,30.41293787194164,10112,421.76114738948365,301.97896189593746,71.59952114248898,0.005976419163747441,0.004279087502711112,,
0.22446500000357628,1752,,0.2852448384978775,-1.805426351558413,13.86680393519565,30.460751789684732,10112,422.3932727862182,302.05680925585534,71.510800175251,0.005977108597572246,0.004274278185467636,,
0.24964500001072884,1752,,0.2853215510448146,-1.80611893755012,13.866000751100918,30.488142022696326,10111,422.7486001863787,302.1007157330365,71.46108008396675,0.005978532467781936,0.004272323874647603,,
0.27759499999880793,1752,,0.2854810164632188,-1.8070466745972158,13.865870598931185,30.453590086162176,10108,422.26553940761835,302.19295300467576,71.56467312691719,0.005979777677242049,0.004279408348434634,,
0.3035199999809265,1752,,0.2855875290116059,-1.8079504094919634,13.865249688276064,30.461718289297057,10106,422.3593300150293,302.25116614960746,71.56256407046865,0.005981615993491549,0.004280597777791789,,
0.33071000000834466,1752,,0.28557839064679846,-1.808806937829636,13.864621314641056,30.471135123054182,10107,422.4707495084047,302.263878602214,71.5466997310309,0.005984198132420799,0.004281496269113068,,
0.355875,1752,,0.2856069700126884,-1.8096405533228221,13.863734684622152,30.50317930844167,10107,422.8879849696915,302.28487170402235,71.48107358162167,0.005986540256287467,0.004279243245590246,,
0.37955499997735026,1752,,0.28567293816133343,-1.8102112859518142,13.863013614417465,30.519216458830247,10106,423.0883132701173,302.3317023763442,71.45829674177811,0.005987500720974518,0.004278566032610075,,
