Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),App message,
33.45889500000002,1500,,-0.036753141137116585,0.7503250941614004,16.416998288290475,2.061666417213449,0,33.84637404241915,0,0,0,0,,
33.48644000000018,1500,,-0.03670126354047576,0.7499034078459839,16.417020410624833,2.0603247596399927,0,33.82439363152546,0,0,0,0,,
33.509830000000306,1500,,-0.03664993638503411,0.750295624077998,16.417004744968125,2.0595529855537675,0,33.81169113634947,0,0,0,0,,
33.53370000000019,1500,,-0.03661892659688459,0.7505268301765908,16.416929115099787,2.061583540615008,0,33.84487085113303,0,0,0,0,,
33.55884499999997,1500,,-0.03659165267171205,0.7502801970442049,16.416873285260113,2.0622725820231937,0,33.85606765874096,0,0,0,0,,
33.580300000000044,1500,,-0.03659067819361794,0.7506897554226033,16.41672432915719,2.068998324539119,0,33.96617513144682,0,0,0,0,,
33.60491999999993,1500,,-0.036591372812100786,0.7508807354824129,16.41653606846917,2.077017603269246,0,34.09743439891496,0,0,0,0,,
33.626975000000094,1500,,-0.036626465535663066,0.7520199207916834,16.41654670865902,2.0739143638350077,0,34.04651202365626,0,0,0,0,,
33.65213500000001,1500,,-0.036707388737266644,0.7530447956789083,16.416541628153727,2.0721133291566796,0,34.01693472635284,0,0,0,0,,
33.67545000000019,1500,,-0.036794691414288816,0.7547582877943438,16.41658276372114,2.0696472745286676,0,33.97653577400976,0,0,0,0,,
33.70204499999993,1500,,-0.036829868886424366,0.7564571700827077,16.4165902354069,2.067481773865954,0,33.94100110072956,0,0,0,0,,
33.72609499999997,1500,,-0.03685935355129577,0.7564735769480591,16.416544308482685,2.068311268081251,0,33.954523576189864,0,0,0,0,,
33.74880500000017,1500,,-0.03684072069072064,0.7553961067747891,16.41656887126053,2.066245729428188,0,33.9206653221058,0,0,0,0,,
33.771905000000025,1500,,-0.03683268118530314,0.7540934541398249,16.41655418580448,2.066053689957144,0,33.91748235196274,0,0,0,0,,
33.802375,1500,,-0.03676868857390092,0.7532063416149231,16.416498143679068,2.0695624697369115,0,33.97496844266387,0,0,0,0,,
33.825850000000095,1500,,-0.03675420767970028,0.7520853430870081,16.416455271435193,2.070992981525574,0,33.9983636486708,0,0,0,0,,
33.85151000000024,1500,,-0.036796140377887365,0.750904824983413,16.41637380519619,2.073712660971293,0,34.04284220707282,0,0,0,0,,
33.87390000000014,1500,,-0.03677983143395647,0.7499227947204096,16.416427917413547,2.0700060815414334,0,33.98210562623261,0,0,0,0,,
33.901760000000245,1500,,-0.036774382483695245,0.7477888459002905,16.41644277839572,2.068808507324054,0,33.9624764799436,0,0,0,0,,
33.9240850000002,1500,,-0.036763331766828555,0.7464889620655784,16.41641113053531,2.0697125020078766,0,33.977251354970186,0,0,0,0,,
33.952600000000096,1500,,-0.03672994469252644,0.7468974896956393,16.416422525915042,2.067417030755478,0,33.93959151415462,0,0,0,0,,
33.977315000000175,1500,,-0.036746553050942654,0.7478946793964071,16.416400380395963,2.067403172174705,0,33.93931822212065,0,0,0,0,,
34.00295500000007,1500,,-0.036765506639143575,0.74810299511923,16.416382350829547,2.0688192847261053,0,33.96252839283344,0,0,0,0,,
34.02413000000012,1500,,-0.03681339611315959,0.7482114613316796,16.416415592840487,2.066288887604818,0,33.92105711378876,0,0,0,0,,
34.04762500000023,1500,,-0.036842245289762876,0.7500677617751056,16.416429993736998,2.064094952915721,0,33.885070294966795,0,0,0,0,,
34.07198000000022,1500,,-0.03682672717446511,0.7520204920406713,16.416392490032095,2.0626298352205215,0,33.86094093663031,0,0,0,0,,
34.09816500000004,1500,,-0.03681115464713003,0.7534494421639343,16.416347425700934,2.0627628244852834,0,33.86303118357057,0,0,0,0,,
34.12328000000003,1500,,-0.03678733413839819,0.7531595423689316,16.416364526623124,2.0612802190231627,0,33.83872746700179,0,0,0,0,,
34.15020500000008,1500,,-0.036754055371379546,0.7523903369705958,16.41626886279961,2.064816518189545,0,33.89658311494933,0,0,0,0,,
34.1722350000001,1500,,-0.036766989188266486,0.7532218319840713,16.416239612532852,2.0633658956124994,0,33.87270895070324,0,0,0,0,,
34.19694999999995,1500,,-0.03678397901714647,0.7543614271242227,16.41624660414855,2.06199398544795,0,33.850201761384646,0,0,0,0,,
34.22213500000001,1500,,-0.03680413983532449,0.7532952744884248,16.416068299439416,2.070338740230709,0,33.986822162602685,0,0,0,0,,
34.25004499999993,1500,,-0.03685852527220379,0.7516587199478192,16.415943784695305,2.0767255493584185,0,34.09140987450827,0,0,0,0,,
34.27562000000011,1500,,-0.03691831234712928,0.7513915731834165,16.415951214599495,2.073681515138746,0,34.04145458713442,0,0,0,0,,
34.30135499999998,1500,,-0.03699071330728021,0.7517502483293178,16.415980606777882,2.0697814714600553,0,33.97749249575646,0,0,0,0,,
34.32630500000017,1500,,-0.03692643251462213,0.752938790671586,16.415988292207413,2.067611119463804,0,33.94187992995567,0,0,0,0,,
34.35113500000024,1500,,-0.036851138112825366,0.7536605812884023,16.415999907251177,2.0654353894112605,0,33.90618716100855,0,0,0,0,,
34.37390000000014,1500,,-0.03678562552977349,0.7539440473489949,16.415929539762544,2.067602376952733,0,33.94161493630162,0,0,0,0,,
34.399835000000195,1500,,-0.03676352179656861,0.7544536125205683,16.415864399225267,2.0693747522899546,0,33.97057532477227,0,0,0,0,,
34.42744500000006,1500,,-0.03676097247073218,0.7549398060979299,16.41569556081534,2.0762489780747493,0,34.08307113252905,0,0,0,0,,
34.45264500000002,1500,,-0.03677296721488155,0.7551555935498467,16.415602012311588,2.0794778638234974,0,34.13588100593841,0,0,0,0,,
34.47496999999997,1500,,-0.03678183879090147,0.7549352443702533,16.415688552212178,2.073607869093024,0,34.03970095844745,0,0,0,0,,
34.50039500000002,1500,,-0.0367162547768789,0.7541676941293578,16.415706635525783,2.0722550133591295,0,34.017530373301035,0,0,0,0,,
