Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,92.177,92.248,91.196,90.792,91.588,91.075,91.806,90.786
0.000,91.743,91.814,90.762,90.358,91.154,90.641,91.372,90.352
0.000,91.308,91.379,90.327,89.923,90.719,90.206,90.937,89.917
0.000,90.873,90.944,89.892,89.488,90.284,89.771,90.502,89.482
0.000,90.438,90.509,89.457,89.053,89.849,89.336,90.067,89.047
0.000,90.003,90.074,89.022,88.618,89.414,88.901,89.632,88.612
0.000,89.568,89.639,88.587,88.183,88.979,88.466,89.197,88.177
0.322,89.133,89.204,88.152,87.748,88.544,88.031,88.762,87.742
0.000,88.698,88.769,87.717,87.313,88.109,87.596,88.327,87.307
0.000,88.263,88.334,87.282,86.878,87.674,87.161,87.892,86.872
0.000,87.828,87.899,86.847,86.443,87.239,86.726,87.457,86.437
0.000,87.393,87.464,86.412,86.008,86.804,86.291,87.022,86.002
0.000,87.341,87.029,85.977,85.573,86.369,85.856,86.587,85.567
0.000,86.907,87.089,86.125,85.713,85.934,85.421,86.152,85.132
0.000,86.472,86.654,85.690,85.279,85.838,84.986,85.717,84.697
0.421,86.482,86.219,85.255,84.844,85.767,85.353,86.056,84.891
0.000,86.071,85.784,84.820,84.950,85.332,84.940,85.621,84.456
0.000,85.640,95.517,84.385,84.519,85.522,84.505,85.659,84.021
0.000,85.210,95.362,92.772,84.087,85.093,84.070,85.419,84.170
0.000,84.780,97.188,92.345,83.657,84.662,83.635,84.989,83.740
0.000,84.350,96.756,94.979,83.227,84.232,83.200,84.559,83.311
0.000,83.922,96.321,94.549,82.798,83.802,82.765,84.129,82.883
0.000,83.494,95.886,94.114,82.370,83.374,82.330,83.700,82.455
0.517,83.067,99.064,93.679,81.942,82.947,81.895,83.272,82.027
0.000,82.641,100.319,93.244,81.515,82.519,94.649,82.842,81.601
0.000,82.218,99.886,92.809,84.961,82.093,94.226,85.610,81.175
0.000,81.793,99.451,92.374,93.136,81.668,96.357,93.447,80.751
0.000,84.482,101.631,91.939,92.710,81.242,95.926,93.023,80.329
0.000,93.119,102.668,98.718,94.656,80.819,95.491,95.056,79.908
0.000,93.939,102.235,101.055,97.325,80.399,95.056,94.623,79.484
0.000,95.787,101.800,100.620,98.033,79.980,99.122,98.235,79.190
0.616,95.353,104.551,100.185,97.991,79.560,100.380,99.566,79.381
0.000,99.251,104.118,99.750,99.942,79.672,100.260,99.134,78.950
0.000,100.903,103.683,99.315,100.959,80.502,99.825,101.379,78.516
0.000,100.470,103.248,98.880,100.526,80.072,101.607,102.878,78.081
0.000,101.821,102.813,98.445,102.915,79.637,103.290,102.444,77.646
0.000,103.630,102.378,98.010,102.481,98.332,102.856,102.009,77.211
0.000,103.195,101.943,97.575,102.046,101.033,102.421,101.574,98.275
0.000,102.761,101.508,97.141,101.611,100.599,101.986,101.139,100.985
0.710,102.326,101.073,96.706,101.176,101.786,101.551,100.704,100.551
0.000,101.891,100.638,96.271,100.741,103.775,101.116,100.269,100.116
0.000,101.456,100.203,95.836,100.306,103.342,100.682,99.834,99.681
0.000,101.021,99.768,95.401,99.871,102.907,100.247,99.399,99.246
0.000,100.586,99.333,94.966,99.436,102.472,99.812,98.964,98.811
0.000,100.151,98.898,94.531,99.001,102.037,99.377,98.529,98.376
0.000,99.716,98.463,94.096,98.566,101.602,98.942,98.094,97.941
0.807,99.281,98.028,93.661,98.131,101.167,98.507,97.659,97.506
0.000,98.846,97.593,93.226,97.696,100.732,98.072,97.224,97.071
0.000,98.411,97.158,92.791,97.261,100.297,97.637,96.789,96.636
0.000,97.976,96.723,92.356,96.826,99.862,97.202,96.354,96.201
0.000,97.541,96.288,91.921,96.391,99.427,96.767,95.919,95.766
0.000,97.106,95.853,91.486,95.956,98.992,96.332,95.484,95.331
0.000,96.671,95.418,91.051,95.521,98.557,95.897,95.049,94.896
0.000,96.236,94.983,90.616,95.086,98.122,95.462,94.614,94.461
0.905,95.801,94.548,90.181,94.651,97.687,95.027,94.179,94.026
0.000,95.366,94.113,89.746,94.216,97.252,94.592,93.744,93.591
0.000,94.931,93.678,89.311,93.781,96.817,94.157,93.309,93.156
0.000,94.496,93.243,88.876,93.346,96.382,93.722,92.874,92.721
0.000,94.061,92.809,88.441,92.911,95.947,93.287,92.439,92.286
0.000,93.626,92.374,88.006,92.476,95.512,92.852,92.004,91.851
0.000,93.191,91.939,87.571,92.041,95.077,92.417,91.569,91.416
0.000,92.756,91.504,87.136,91.606,94.642,91.982,91.134,90.981
1.002,92.321,91.069,86.701,91.171,94.207,91.547,90.699,90.546
0.000,91.886,90.634,86.266,90.736,93.772,91.112,90.265,90.111
0.000,91.451,90.199,85.831,90.301,93.337,90.677,89.830,89.676
0.000,91.016,89.764,85.396,89.866,92.902,90.242,89.395,89.241
0.000,90.581,89.329,84.961,89.431,92.467,89.807,88.960,88.806
0.000,90.146,88.894,84.526,88.996,92.032,89.372,88.525,88.371
0.000,89.711,88.459,84.091,88.561,91.597,88.937,88.090,87.936
0.000,89.276,88.024,83.656,88.126,91.162,88.502,87.655,87.501
1.109,88.841,87.589,83.221,87.691,90.727,88.067,87.220,87.066
0.000,88.406,87.154,82.786,87.256,90.292,87.632,86.785,86.631
0.000,87.971,86.719,82.352,86.822,89.858,87.197,86.350,86.197
0.000,87.536,86.284,81.917,86.387,89.423,86.762,85.915,85.762
0.000,87.102,85.849,81.482,85.952,88.988,86.327,85.480,85.327
0.000,86.667,85.414,81.047,85.517,88.553,85.892,85.045,84.892
0.000,86.232,84.979,80.612,85.082,88.118,85.457,84.610,84.457
0.000,85.797,84.544,80.177,84.647,87.683,85.023,84.175,84.022
1.203,85.362,84.109,79.742,84.212,87.248,84.588,83.740,83.587
0.000,84.927,83.674,79.307,83.777,86.813,84.153,83.305,83.152
0.000,84.492,83.239,78.872,83.342,86.378,83.718,82.870,82.717
0.000,84.057,82.804,78.437,82.907,85.943,83.283,82.435,82.282
0.000,83.622,82.369,78.002,82.472,85.508,82.848,82.000,81.847
0.000,83.187,81.934,77.567,82.037,85.073,82.413,81.565,81.412
0.000,82.752,81.499,77.132,81.602,84.638,81.978,81.130,80.977
1.295,82.317,81.064,76.697,81.167,84.203,81.543,80.695,80.542
0.000,81.882,80.629,76.262,80.732,83.768,81.108,80.260,80.107
0.000,81.447,80.194,75.827,80.297,83.333,80.673,79.825,79.672
0.000,81.012,79.759,75.392,79.862,82.898,80.238,79.390,79.237
0.000,80.577,79.325,74.957,79.427,82.463,79.803,78.956,78.802
0.000,80.142,78.890,74.523,78.992,82.028,79.368,78.521,78.367
0.000,79.707,78.455,74.088,78.557,81.593,78.933,78.086,77.932
0.000,79.272,78.020,73.653,78.122,81.158,78.498,77.651,77.497
1.396,78.837,77.585,73.218,77.688,80.723,78.063,77.216,77.063
0.000,78.402,77.150,72.784,77.253,80.288,77.628,76.781,76.628
0.000,77.968,76.715,72.349,76.818,79.853,77.194,76.347,76.193
0.000,77.533,76.280,71.915,76.383,79.418,76.759,75.912,75.758
0.000,77.098,75.846,71.480,75.948,78.983,76.324,75.477,75.323
0.000,76.663,75.411,71.045,75.513,78.549,75.889,75.042,74.888
0.000,76.228,74.976,70.611,75.078,78.114,75.454,74.607,74.453
0.000,75.793,74.541,70.177,74.644,77.679,75.019,74.172,74.018
1.493,75.358,74.107,69.743,74.209,77.244,74.584,73.737,73.584
0.000,74.923,73.672,69.308,73.774,76.809,74.150,73.303,73.149
0.000,74.489,73.237,68.874,73.339,76.374,73.715,72.868,72.714
0.000,74.054,72.802,68.440,72.905,75.939,73.280,72.433,72.279
0.000,73.619,72.367,68.006,72.470,75.504,72.845,71.998,71.844
0.000,73.184,71.933,67.571,72.035,75.070,72.410,71.563,71.409
0.000,72.749,71.498,67.137,71.600,74.635,71.975,71.129,70.975
0.000,72.315,71.063,66.703,71.166,74.200,71.541,70.694,70.540
1.592,71.880,70.628,66.269,70.731,73.765,71.106,70.259,70.105
0.000,71.445,70.194,65.835,70.296,73.330,70.671,69.824,69.670
0.000,71.010,69.759,65.402,69.862,72.895,70.236,69.390,69.236
0.000,70.576,69.325,64.969,69.427,72.461,69.802,68.955,68.801
0.000,70.141,68.890,64.535,68.993,72.026,69.367,68.520,68.367
0.000,69.706,68.455,64.102,68.558,71.591,68.932,68.086,67.932
0.000,69.272,68.021,63.668,68.123,71.156,68.498,67.651,67.497
0.000,68.837,67.586,63.235,67.689,70.722,68.063,67.217,67.063
1.690,68.402,67.152,62.801,67.254,70.287,67.628,66.782,66.628
0.000,67.968,66.717,62.367,66.819,69.852,67.194,66.348,66.193
0.000,67.533,66.282,61.933,66.385,69.417,66.759,65.913,65.759
0.000,67.098,65.848,61.499,65.950,68.983,66.325,65.479,65.324
0.000,66.663,65.413,61.065,65.516,68.548,65.890,65.044,64.890
0.000,66.229,64.978,60.631,65.081,68.113,65.455,64.610,64.456
0.000,65.794,64.544,60.197,64.647,67.679,65.021,64.176,64.021
1.791,65.359,64.109,59.763,64.212,67.244,64.587,63.741,63.587
0.000,64.925,63.675,59.329,63.778,66.809,64.152,63.307,63.153
0.000,64.490,63.240,58.895,63.343,66.375,63.717,62.873,62.718
0.000,64.056,62.806,58.461,62.909,65.940,63.283,62.438,62.284
0.000,63.621,62.371,58.028,62.474,65.505,62.848,62.004,61.849
0.000,63.187,61.937,57.594,62.040,65.071,62.414,61.570,61.415
0.000,62.752,61.503,57.161,61.605,64.636,61.979,61.135,60.981
0.000,62.318,61.069,56.728,61.171,64.201,61.545,60.701,60.547
1.887,61.883,60.635,56.295,60.737,63.767,61.111,60.268,60.113
0.000,61.449,60.201,55.862,60.302,63.332,60.676,59.834,59.679
0.000,61.015,59.767,55.430,59.868,62.898,60.242,59.400,59.245
0.000,60.581,59.334,54.997,59.434,62.464,59.809,58.966,58.812
0.000,60.147,58.900,54.565,59.001,62.029,59.375,58.533,58.378
0.000,59.713,58.466,54.134,58.567,61.595,58.941,58.099,57.945
0.000,59.280,58.033,53.703,58.134,61.161,58.508,57.667,57.512
0.000,58.846,57.600,53.272,57.700,60.727,58.074,57.234,57.079
1.990,58.413,57.167,52.841,57.267,60.293,57.641,56.801,56.646
0.000,57.979,56.734,52.412,56.835,59.859,57.208,56.369,56.214
0.000,57.546,56.302,51.984,56.403,59.426,56.775,55.937,55.782
0.000,57.113,55.870,51.555,55.970,58.992,56.343,55.506,55.351
0.000,56.680,55.439,51.127,55.538,58.559,55.910,55.074,54.919
0.000,56.248,55.007,50.701,55.106,58.126,55.479,54.643,54.487
