Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,62.479,63.358,60.922,57.710,56.533,61.796,64.949,66.764
0.000,65.948,65.857,64.091,60.914,59.173,64.576,67.301,68.519
0.000,67.977,68.181,65.700,63.031,60.525,66.543,69.775,70.251
0.000,68.710,69.123,66.683,63.724,61.471,67.523,70.799,71.057
0.000,69.363,69.817,67.491,64.418,62.123,68.188,71.470,71.672
0.000,69.818,70.228,67.912,64.940,62.600,68.749,71.860,71.741
0.000,70.274,70.796,68.409,65.508,63.111,69.087,72.293,72.093
0.281,70.551,71.068,68.574,65.893,63.444,69.453,72.639,72.358
0.000,71.038,71.353,68.966,66.133,63.777,69.605,72.787,72.490
0.000,71.334,71.505,69.397,66.387,63.979,69.898,73.013,72.691
0.000,71.655,71.754,69.562,66.512,64.265,70.190,73.281,73.447
0.000,71.816,71.862,69.694,66.667,64.413,70.176,73.323,74.189
0.000,72.010,72.010,70.082,66.857,64.606,70.398,73.498,74.416
0.000,72.229,72.307,70.369,66.889,64.704,70.524,73.754,75.833
0.000,72.626,72.626,70.866,67.231,65.161,70.719,73.946,76.111
0.375,72.673,72.699,70.926,67.267,65.350,70.765,74.040,75.982
0.000,72.640,72.777,71.011,67.404,65.371,70.910,74.138,75.835
0.000,72.710,72.695,71.047,67.421,65.355,71.009,74.108,75.752
0.000,72.921,72.864,71.282,67.578,65.507,71.152,74.271,75.654
0.000,73.004,72.880,71.288,67.672,65.551,71.190,74.324,75.854
0.000,72.958,72.941,71.286,67.736,65.542,71.144,74.313,75.764
0.000,72.930,72.968,71.303,67.762,65.520,71.179,74.381,76.430
0.000,72.974,73.010,71.329,67.828,65.552,71.202,74.446,76.610
0.472,73.024,73.033,71.272,67.902,65.683,71.166,74.484,77.039
0.000,73.014,73.090,71.338,67.946,65.684,71.340,74.637,77.415
0.000,73.028,73.093,71.271,67.875,65.676,71.330,74.675,77.493
0.000,73.007,73.075,71.365,67.945,65.633,71.326,74.616,77.543
0.000,72.990,73.040,71.288,67.836,65.599,71.277,74.661,77.357
0.000,72.963,72.975,71.206,67.888,65.701,71.280,74.693,77.184
0.000,72.944,72.967,71.141,67.856,65.611,71.310,74.705,77.492
0.000,72.938,72.943,71.067,67.867,65.603,71.291,74.677,77.898
0.573,73.076,72.962,71.201,68.081,65.601,71.340,74.633,77.757
0.000,73.109,73.059,71.214,68.120,65.642,71.446,74.679,77.720
0.000,73.169,73.178,71.146,68.189,65.688,71.412,74.635,77.517
0.000,73.101,73.145,71.139,68.122,65.669,71.454,74.626,77.340
0.000,73.093,73.222,71.315,68.238,65.708,71.513,74.605,77.103
0.000,73.062,73.235,71.277,68.188,65.682,71.488,74.609,76.908
0.000,73.194,73.299,71.341,68.391,65.868,71.743,74.754,76.943
0.000,73.114,73.254,71.379,68.386,65.840,71.684,74.679,76.794
0.667,73.113,73.273,71.483,68.395,65.774,71.671,74.667,77.214
0.000,73.088,73.348,71.602,68.455,65.848,71.827,74.685,77.004
0.000,73.102,73.400,71.651,68.426,65.981,71.858,74.764,76.800
0.000,73.108,73.376,71.623,68.387,65.996,71.894,74.804,76.577
0.000,73.152,73.573,71.843,68.556,66.121,72.033,74.925,76.523
0.000,73.147,73.537,71.753,68.643,66.094,71.999,74.944,76.503
0.000,73.222,73.589,71.742,68.567,66.093,71.967,74.940,76.514
0.767,73.108,73.580,71.672,68.484,66.088,71.954,74.891,76.357
0.000,73.101,73.518,71.698,68.481,66.015,71.902,74.865,76.221
0.000,73.135,73.504,71.699,68.466,66.030,71.961,74.957,76.011
0.000,73.100,73.498,71.691,68.420,66.080,71.894,74.924,75.778
0.000,73.172,73.538,71.665,68.499,66.152,71.921,74.956,75.684
0.000,73.056,73.443,71.656,68.401,66.131,71.880,74.926,75.591
0.000,73.101,73.499,71.628,68.434,66.062,71.823,74.908,75.605
0.000,73.097,73.641,71.592,68.483,66.027,71.846,74.992,75.730
0.865,73.185,73.627,71.655,68.666,66.032,71.902,75.052,76.051
0.000,73.255,73.744,71.728,68.713,66.155,72.024,75.163,76.010
0.000,73.239,73.709,71.732,68.643,66.160,71.919,75.104,75.916
0.000,73.257,73.711,71.722,68.541,66.204,71.921,75.095,75.813
0.000,73.242,73.692,71.658,68.514,66.146,71.999,75.137,75.893
0.000,73.312,73.769,71.658,68.436,66.110,71.926,75.198,75.861
0.000,73.318,73.790,71.625,68.393,66.094,71.882,75.192,75.738
0.000,73.453,73.820,71.702,68.352,66.042,71.854,75.267,75.571
0.963,73.606,73.958,71.907,68.446,66.284,72.117,75.501,76.224
0.000,73.624,74.104,71.945,68.378,66.292,72.102,75.522,76.364
0.000,73.681,74.132,71.987,68.376,66.352,72.120,75.663,76.604
0.000,73.628,74.048,71.901,68.334,66.305,72.088,75.698,76.595
0.000,73.526,74.018,71.835,68.402,66.242,72.060,75.676,76.788
0.000,73.625,74.106,71.895,68.373,66.451,72.056,75.617,76.654
0.000,73.641,74.171,72.006,68.605,66.407,72.194,75.619,76.534
0.000,73.681,74.186,71.962,68.534,66.419,72.172,75.603,76.400
1.061,73.623,74.108,71.926,68.450,66.363,72.173,75.575,76.256
0.000,73.614,74.162,72.003,68.411,66.401,72.178,75.588,76.180
0.000,73.587,74.084,71.954,68.446,66.358,72.174,75.603,76.149
0.000,73.476,73.923,71.872,68.314,66.273,72.014,75.427,76.030
0.000,73.431,73.884,71.937,68.396,66.224,71.979,75.384,75.890
0.000,73.424,73.915,71.895,68.429,66.260,72.042,75.365,75.911
0.000,73.370,73.916,71.806,68.421,66.253,72.077,75.407,75.859
0.000,73.310,73.863,71.756,68.345,66.348,72.079,75.415,75.751
1.158,73.394,73.799,71.736,68.335,66.311,72.037,75.312,75.617
0.000,73.397,73.904,71.794,68.323,66.305,72.067,75.355,75.471
0.000,73.376,73.920,71.816,68.391,66.317,72.147,75.336,75.638
0.000,73.206,73.830,71.727,68.330,66.305,72.066,75.263,75.517
0.000,73.133,73.741,71.681,68.377,66.191,72.011,75.181,75.394
0.000,73.021,73.643,71.558,68.389,66.091,71.967,75.108,75.224
0.000,73.023,73.548,71.480,68.413,66.287,71.984,75.079,75.187
1.253,73.095,73.550,71.456,68.435,66.322,71.974,75.144,75.340
0.000,73.090,73.451,71.383,68.329,66.224,71.908,75.078,75.655
0.000,72.991,73.475,71.374,68.232,66.212,71.987,75.089,75.750
0.000,73.114,73.380,71.506,68.186,66.368,71.916,75.100,75.621
0.000,73.216,73.428,71.476,68.128,66.358,71.967,75.103,75.512
0.000,73.357,73.375,71.487,68.151,66.427,71.997,75.202,75.587
0.000,73.711,73.485,71.575,68.083,66.505,72.055,75.243,75.609
0.000,73.810,73.637,71.726,68.149,66.745,72.165,75.407,75.897
1.350,73.642,73.632,71.634,68.126,66.703,72.124,75.436,76.150
0.000,73.581,73.579,71.698,68.162,66.648,72.182,75.360,76.227
0.000,73.638,73.683,71.888,68.376,66.638,72.285,75.453,76.188
0.000,73.604,73.687,71.894,68.344,66.665,72.331,75.474,76.196
0.000,73.485,73.622,71.802,68.271,66.647,72.251,75.416,76.032
