Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,58.079,59.225,57.499,53.041,52.004,57.213,59.897,61.922
0.000,60.539,61.128,59.315,55.651,54.678,59.881,62.054,63.498
0.000,62.348,62.684,61.003,57.576,56.439,61.632,63.807,64.643
0.000,63.131,63.608,61.903,58.479,57.419,62.788,64.885,65.203
0.000,63.790,64.252,62.502,59.088,57.876,63.223,65.486,65.639
0.000,64.327,64.651,63.268,59.669,58.406,63.799,66.081,66.634
0.000,65.246,65.463,63.771,60.416,58.961,64.337,66.433,67.695
0.280,65.755,65.819,64.206,60.769,59.529,64.671,66.683,68.477
0.000,66.054,66.040,64.398,61.057,59.841,65.123,67.023,68.646
0.000,66.374,66.187,64.608,61.413,60.111,65.396,67.374,68.632
0.000,66.736,66.481,64.838,61.636,60.386,65.574,67.671,69.004
0.000,66.945,66.583,64.869,61.764,60.555,65.857,67.795,69.113
0.000,67.089,66.585,65.020,61.983,60.659,65.994,67.868,69.049
0.000,67.194,66.776,65.153,62.136,60.894,66.174,67.987,69.114
0.000,67.266,66.968,65.169,62.130,61.029,66.184,68.059,69.112
0.377,67.300,66.990,65.267,62.252,61.117,66.225,68.077,69.094
0.000,67.432,67.003,65.382,62.270,61.235,66.227,68.129,69.032
0.000,67.785,67.128,65.364,62.302,61.402,66.288,68.204,69.008
0.000,67.852,67.265,65.391,62.357,61.429,66.382,68.298,68.900
0.000,67.874,67.290,65.586,62.402,61.610,66.432,68.289,68.824
0.000,68.078,67.521,65.853,62.440,61.733,66.652,68.582,69.196
0.000,68.168,67.646,65.939,62.528,61.770,66.812,68.719,69.392
0.000,68.201,67.556,65.992,62.566,61.817,66.819,68.745,69.319
0.475,68.246,67.646,66.052,62.758,61.774,66.823,68.822,69.198
0.000,68.151,67.648,66.000,62.766,61.818,66.762,68.870,69.136
0.000,68.209,67.783,66.074,62.854,61.860,66.955,69.047,69.175
0.000,68.201,67.806,66.103,62.909,62.038,67.032,69.181,69.123
0.000,68.303,67.828,66.036,62.963,62.018,66.996,69.185,69.111
0.000,68.340,67.969,66.277,63.015,62.104,67.223,69.288,69.048
0.000,68.342,68.073,66.355,63.028,62.156,67.173,69.293,69.052
0.000,68.266,67.971,66.324,62.952,62.151,67.080,69.188,69.021
