,0,1,2,3,4,5,6,7,8,,,,,,,,,,
16,0.000517643,0.000102911,0.000751234,0.000349385,0.00084112,0.000366514,0.000511346,0.000158939,0.000358655,,,,,,,,,,
17,0.000527691,0.000102042,0.000700188,0.000342726,0.000818969,0.000378935,0.000524003,0.000150788,0.000347333,,,,,,,,,,
18,0.000538098,0.000102136,0.000649386,0.000337193,0.000798105,0.000396864,0.000536963,0.000143004,0.000336767,,,,,,,,,,
19,0.000548809,0.000103165,0.000599003,0.000333021,0.00077867,0.000420406,0.000550028,0.000136235,0.00032697,,,,,,,,,,
20,0.000559763,0.000105108,0.000549262,0.000330431,0.000760813,0.000448787,0.000562976,0.000130996,0.000317954,,,,,,,,,,
21,0.000570895,0.000107933,0.000500466,0.000329614,0.000744686,0.000479833,0.000575557,0.000127513,0.000309729,,,,,,,,,,
22,0.000582137,0.000111593,0.000453011,0.000330735,0.000730434,0.000510548,0.000587493,0.000125791,0.000302298,,,,,,,,,,
23,0.000593421,0.000116014,0.00040742,0.000333939,0.00071818,0.000538405,0.000598478,0.000125766,0.000295656,,,,,,,,,,
24,0.00060468,0.000121093,0.000364373,0.000339352,0.000708016,0.000561902,0.00060819,0.000127395,0.000289784,,,,,,,,,,
25,0.000615855,0.000126702,0.000324727,0.000347088,0.000699998,0.000580421,0.00061631,0.000130694,0.00028464,,,,,,,,,,
26,0.00062688,0.000132692,0.000289403,0.000357249,0.000694157,0.000593985,0.000622545,0.000135754,0.000280171,,,,,,,,,,
27,0.000637686,0.000138902,0.000259066,0.000369924,0.000690494,0.000603114,0.000626646,0.000142751,0.00027631,,,,,,,,,,
28,0.000648195,0.000145162,0.000233854,0.000385176,0.000688987,0.000608731,0.000628419,0.000151955,0.000272983,,,,,,,,,,
29,0.000658326,0.000151312,0.000213406,0.000403028,0.000689589,0.000612035,0.000627732,0.000163741,0.000270115,,,,,,,,,,
30,0.000667993,0.0001572,0.00019713,0.000423425,0.000692224,0.000614324,0.000624533,0.000178585,0.000267622,,,,,,,,,,
31,0.000677119,0.000162692,0.000184418,0.00044621,0.000696788,0.000616822,0.000618862,0.000197017,0.00026542,,,,,,,,,,
32,0.000685628,0.000167676,0.000174759,0.000471103,0.000703141,0.000620558,0.000610872,0.000219447,0.000263422,,,,,,,,,,
33,0.000693465,0.000172068,0.000167758,0.000497699,0.000711111,0.00062634,0.000600831,0.000245851,0.000261538,,,,,,,,,,
34,0.000700588,0.000175813,0.000163138,0.000525476,0.000720484,0.000634781,0.000589145,0.000275515,0.000259681,,,,,,,,,,
35,0.00070698,0.000178892,0.000160725,0.000553838,0.000731014,0.000646365,0.000576341,0.000307242,0.000257768,,,,,,,,,,
36,0.000712644,0.000181314,0.000160428,0.000582148,0.000742421,0.000661497,0.000563045,0.000339836,0.000255723,,,,,,,,,,
37,0.000717605,0.000183114,0.000162215,0.000609766,0.000754398,0.000680538,0.000549925,0.000372366,0.000253474,,,,,,,,,,
38,0.000721902,0.000184343,0.000166076,0.00063608,0.000766634,0.00070382,0.000537635,0.00040416,0.000250968,,,,,,,,,,
39,0.000725583,0.000185054,0.000171956,0.00066054,0.000778828,0.000731636,0.000526748,0.000434708,0.000248173,,,,,,,,,,
40,0.000728704,0.000185305,0.000179631,0.000682683,0.000790699,0.000764196,0.000517715,0.000463588,0.000245083,,,,,,,,,,
41,0.00073133,0.000185156,0.000188594,0.000702138,0.000801996,0.00080154,0.000510857,0.000490441,0.000241715,,,,,,,,,,
42,0.00073354,0.000184667,0.000198068,0.000718616,0.000812499,0.000843412,0.000506378,0.000514956,0.000238106,,,,,,,,,,
43,0.000735422,0.000183899,0.000207213,0.00073191,0.000822028,0.000889134,0.000504406,0.000536877,0.000234311,,,,,,,,,,
44,0.000737074,0.000182907,0.000215333,0.000741891,0.00083044,0.000937554,0.000505013,0.000556,0.000230395,,,,,,,,,,
45,0.000738597,0.000181736,0.000221931,0.000748497,0.000837636,0.000987119,0.000508243,0.000572169,0.000226433,,,,,,,,,,
46,0.000740095,0.000180424,0.000226675,0.000751739,0.000843556,0.001036066,0.000514114,0.000585276,0.000222506,,,,,,,,,,
47,0.000741668,0.000178999,0.000229349,0.000751682,0.000848178,0.001082647,0.000522605,0.000595254,0.000218693,,,,,,,,,,
48,0.000743416,0.000177481,0.000229832,0.000748445,0.000851507,0.001125302,0.000533638,0.00060208,0.000215074,,,,,,,,,,
49,0.00074543,0.00017588,0.000228105,0.000742188,0.000853582,0.001162755,0.000547047,0.00060577,0.000211718,,,,,,,,,,
50,0.000747791,0.000174201,0.000224281,0.000733105,0.000854463,0.001194033,0.000562535,0.000606371,0.000208694,,,,,,,,,,
51,0.000750569,0.000172441,0.000218667,0.000721418,0.000854231,0.00121844,0.00057966,0.000603963,0.000206061,,,,,,,,,,
52,0.000753826,0.000170598,0.000211815,0.00070737,0.000852983,0.001235531,0.000597838,0.000598654,0.000203875,,,,,,,,,,
53,0.000757616,0.000168673,0.000204509,0.000691217,0.000850817,0.001245074,0.00061638,0.000590581,0.000202183,,,,,,,,,,
54,0.000761985,0.000166675,0.000197614,0.000673231,0.000847834,0.001247028,0.000634554,0.000579908,0.00020102,,,,,,,,,,
55,0.000766975,0.000164626,0.000191832,0.000653688,0.000844127,0.001241517,0.000651658,0.000566829,0.000200413,,,,,,,,,,
56,0.000772623,0.000162561,0.000187578,0.000632871,0.000839779,0.001228822,0.000667075,0.00055157,0.000200375,,,,,,,,,,
57,0.00077896,0.000160532,0.000185027,0.000611067,0.000834862,0.001209363,0.000680302,0.000534387,0.000200906,,,,,,,,,,
58,0.000786011,0.000158599,0.000184232,0.000588564,0.000829433,0.001183694,0.00069097,0.000515565,0.00020199,,,,,,,,,,
59,0.000793791,0.000156826,0.000185214,0.000565662,0.000823541,0.001152491,0.000698837,0.000495408,0.000203595,,,,,,,,,,
60,0.000802302,0.000155275,0.000188017,0.000542673,0.000817224,0.001116534,0.000703788,0.00047423,0.000205678,,,,,,,,,,
61,0.000811538,0.000154002,0.000192731,0.000519929,0.000810512,0.001076698,0.000705827,0.000452353,0.000208183,,,,,,,,,,
62,0.000821476,0.000153054,0.000199512,0.000497784,0.000803429,0.001033928,0.000705079,0.000430093,0.000211045,,,,,,,,,,
63,0.000832089,0.000152475,0.000208583,0.000476599,0.000795985,0.000989221,0.000701781,0.000407758,0.000214191,,,,,,,,,,
64,0.000843343,0.000152303,0.00022023,0.000456727,0.000788178,0.000943598,0.00069628,0.000385647,0.000217543,,,,,,,,,,
65,0.000855204,0.00015257,0.000234769,0.000438489,0.000779992,0.000898071,0.000689007,0.000364039,0.000221011,,,,,,,,,,
66,0.000867637,0.000153302,0.000252456,0.000422148,0.000771395,0.000853597,0.000680459,0.000343178,0.000224499,,,,,,,,,,
67,0.000880611,0.00015452,0.000273333,0.000407897,0.000762342,0.000811023,0.000671165,0.000323268,0.000227904,,,,,,,,,,
68,0.000894092,0.000156236,0.000297031,0.000395853,0.000752773,0.000771049,0.000661654,0.000304464,0.000231119,,,,,,,,,,
69,0.000908052,0.000158453,0.000322712,0.000386061,0.000742623,0.00073419,0.000652416,0.000286867,0.000234032,,,,,,,,,,
70,0.00092246,0.00016116,0.000349273,0.000378513,0.00073182,0.00070077,0.000643885,0.000270519,0.000236537,,,,,,,,,,
71,0.000937283,0.000164327,0.000375659,0.000373162,0.000720294,0.000670932,0.000636424,0.000255412,0.000238538,,,,,,,,,,
72,0.00095249,0.000167911,0.000401041,0.00036994,0.000707974,0.000644665,0.00063033,0.000241502,0.000239952,,,,,,,,,,
73,0.00096805,0.000171856,0.00042483,0.000368764,0.000694792,0.000621842,0.000625827,0.000228722,0.000240717,,,,,,,,,,
74,0.000983938,0.0001761,0.000446623,0.000369538,0.000680689,0.000602251,0.000623078,0.000217001,0.000240793,,,,,,,,,,
75,0.001000132,0.000180585,0.000466161,0.000372149,0.000665608,0.000585619,0.000622178,0.00020629,0.000240169,,,,,,,,,,
76,0.001016613,0.00018526,0.000483286,0.000376452,0.000649503,0.000571629,0.000623157,0.000196572,0.00023886,,,,,,,,,,
77,0.001033368,0.00019008,0.000497918,0.000382262,0.000632337,0.000559928,0.000625977,0.000187887,0.000236912,,,,,,,,,,
78,0.001050383,0.000195015,0.000510035,0.000389341,0.000614091,0.000550123,0.000630522,0.000180322,0.000234399,,,,,,,,,,
79,0.00106764,0.00020004,0.000519659,0.000397395,0.000594764,0.000541771,0.000636604,0.000174003,0.000231425,,,,,,,,,,
80,0.001085115,0.000205141,0.000526851,0.000406088,0.000574379,0.000534384,0.000643957,0.000169058,0.000228117,,,,,,,,,,
81,0.001102777,0.000210316,0.000531694,0.000415059,0.000552989,0.000527432,0.000652239,0.000165591,0.000224622,,,,,,,,,,
82,0.001120583,0.000215573,0.000534282,0.000423954,0.000530675,0.000520367,0.000661042,0.000163663,0.000221098,,,,,,,,,,
83,0.001138478,0.000220926,0.000534714,0.000432455,0.00050756,0.000512661,0.000669904,0.000163295,0.0002177,,,,,,,,,,
84,0.001156391,0.000226395,0.000533081,0.000440309,0.000483798,0.000503847,0.000678336,0.000164489,0.00021458,,,,,,,,,,
85,0.001174244,0.000232008,0.000529468,0.000447333,0.000459576,0.000493582,0.000685843,0.000167255,0.000211876,,,,,,,,,,
86,0.001191949,0.000237796,0.000523946,0.000453423,0.000435111,0.00048168,0.000691951,0.000171629,0.000209709,,,,,,,,,,
87,0.001209409,0.00024379,0.000516566,0.00045854,0.000410649,0.000468149,0.000696237,0.000177678,0.000208177,,,,,,,,,,
88,0.001226527,0.000250019,0.000507359,0.000462704,0.000386456,0.000453209,0.00069835,0.000185513,0.000207361,,,,,,,,,,
89,0.0012432,0.000256505,0.000496331,0.000465972,0.000362815,0.000437298,0.000698029,0.000195281,0.00020732,,,,,,,,,,
90,0.001259325,0.000263254,0.00048346,0.000468431,0.00034001,0.000421041,0.000695116,0.000207147,0.000208094,,,,,,,,,,
91,0.001274792,0.000270257,0.000468693,0.000470182,0.000318318,0.000405189,0.00068956,0.000221273,0.000209702,,,,,,,,,,
92,0.001289489,0.000277486,0.00045195,0.000471332,0.000297977,0.000390508,0.000681421,0.000237767,0.000212146,,,,,,,,,,
93,0.001303303,0.000284896,0.000433123,0.00047198,0.000279171,0.000377665,0.000670859,0.000256638,0.000215412,,,,,,,,,,
94,0.001316122,0.000292421,0.000412079,0.000472214,0.000262017,0.00036716,0.000658123,0.000277751,0.000219463,,,,,,,,,,
95,0.001327839,0.000299985,0.000388648,0.0004721,0.00024656,0.000359308,0.000643537,0.000300821,0.000224244,,,,,,,,,,
96,0.00133836,0.0003075,0.000362613,0.000471682,0.000232785,0.000354291,0.000627487,0.000325448,0.000229678,,,,,,,,,,
97,0.001347602,0.00031487,0.000333667,0.000470972,0.000220629,0.000352212,0.000610398,0.000351186,0.00023567,,,,,,,,,,
98,0.0013555,0.000322,0.000301293,0.000469956,0.000210002,0.000353151,0.000592719,0.000377602,0.000242109,,,,,,,,,,
99,0.001362013,0.000328799,0.000264405,0.000468586,0.000200796,0.000357203,0.000574914,0.000404316,0.000248876,,,,,,,,,,
100,0.001367116,0.000335179,0.000219482,0.000466785,0.000192901,0.000364491,0.000557435,0.000431009,0.000255848,,,,,,,,,,
101,0.001370805,0.00034106,0.000173592,0.000464449,0.000186215,0.000375173,0.000540702,0.000457417,0.000262907,,,,,,,,,,
102,0.001373095,0.000346376,0.000150689,0.000461458,0.000180646,0.000389425,0.000525075,0.000483326,0.000269947,,,,,,,,,,
103,0.001374015,0.000351079,0.000136198,0.000457675,0.000176126,0.000407404,0.000510844,0.000508561,0.000276876,,,,,,,,,,
104,0.001373609,0.000355141,0.000126459,0.000452962,0.000172605,0.000429188,0.000498213,0.00053298,0.000283627,,,,,,,,,,
105,0.00137194,0.00035856,0.000119897,0.000447181,0.000170054,0.000454694,0.000487314,0.000556472,0.000290151,,,,,,,,,,
106,0.001369077,0.00036136,0.000115704,0.000440212,0.000168465,0.000483616,0.000478211,0.000578947,0.000296427,,,,,,,,,,
107,0.001365106,0.000363587,0.000113449,0.000431956,0.000167843,0.0005154,0.000470917,0.000600344,0.000302452,,,,,,,,,,
108,0.001360118,0.000365312,0.000112925,0.00042235,0.000168196,0.000549301,0.000465407,0.00062062,0.000308247,,,,,,,,,,
109,0.001354212,0.000366629,0.000114085,0.00041137,0.000169537,0.000584501,0.000461626,0.000639753,0.000313845,,,,,,,,,,
110,0.001347491,0.000367641,0.000117041,0.000399041,0.00017188,0.000620217,0.000459489,0.000657737,0.000319294,,,,,,,,,,
111,0.001340055,0.000368466,0.000122087,0.000385437,0.000175249,0.000655772,0.000458886,0.000674579,0.000324649,,,,,,,,,,
112,0.001332004,0.000369222,0.000129805,0.000370682,0.000179674,0.000690626,0.00045968,0.000690298,0.00032997,,,,,,,,,,
113,0.001323426,0.000370021,0.000141311,0.000354953,0.000185202,0.000724366,0.000461708,0.000704916,0.000335317,,,,,,,,,,
114,0.001314396,0.000370967,0.000158992,0.000338483,0.00019189,0.000756687,0.000464786,0.000718457,0.000340745,,,,,,,,,,
115,0.00130497,0.000372143,0.000189913,0.000321565,0.000199807,0.000787379,0.000468715,0.00073094,0.000346305,,,,,,,,,,
116,0.001295189,0.000373617,0.000239062,0.000304551,0.000209026,0.000816302,0.000473303,0.000742383,0.000352048,,,,,,,,,,
117,0.001285078,0.000375441,0.000275314,0.000287848,0.000219605,0.000843376,0.000478378,0.000752801,0.000358023,,,,,,,,,,
118,0.00127465,0.000377646,0.000305802,0.000271891,0.00023158,0.000868575,0.000483809,0.000762212,0.000364276,,,,,,,,,,
119,0.001263909,0.000380244,0.00033213,0.000257111,0.000244942,0.000891916,0.000489516,0.000770635,0.000370846,,,,,,,,,,
120,0.001252851,0.000383226,0.000354979,0.000243886,0.000259616,0.000913454,0.000495475,0.00077809,0.000377766,,,,,,,,,,
121,0.001241473,0.000386564,0.000374755,0.000232507,0.000275444,0.000933274,0.000501717,0.0007846,0.000385055,,,,,,,,,,
122,0.001229767,0.000390205,0.000391759,0.000223157,0.000292189,0.000951488,0.000508313,0.000790185,0.00039272,,,,,,,,,,
123,0.001217727,0.000394072,0.000406252,0.000215928,0.000309551,0.000968216,0.000515367,0.000794861,0.000400745,,,,,,,,,,
124,0.001205346,0.000398063,0.000418472,0.000210852,0.000327196,0.00098358,0.000523004,0.000798637,0.000409097,,,,,,,,,,
125,0.00119262,0.000402053,0.000428649,0.000207931,0.000344787,0.000997689,0.000531359,0.000801514,0.000417723,,,,,,,,,,
126,0.001179551,0.000405899,0.000436993,0.000207172,0.000362003,0.001010634,0.000540572,0.000803487,0.000426553,,,,,,,,,,
127,0.00116615,0.000409443,0.000443695,0.000208594,0.000378553,0.001022479,0.000550779,0.000804546,0.000435499,,,,,,,,,,
128,0.00115244,0.000412524,0.000448919,0.000212247,0.000394185,0.00103326,0.000562101,0.000804678,0.000444459,,,,,,,,,,
129,0.001138462,0.000414983,0.000452791,0.000218206,0.000408694,0.001042986,0.000574638,0.000803873,0.000453316,,,,,,,,,,
130,0.001124277,0.000416668,0.000455401,0.000226561,0.000421923,0.001051642,0.000588452,0.000802117,0.000461937,,,,,,,,,,
131,0.001109962,0.000417445,0.000456795,0.000237399,0.000433766,0.001059183,0.000603564,0.000799401,0.00047017,,,,,,,,,,
132,0.001095613,0.000417199,0.000456979,0.000250766,0.000444175,0.001065543,0.000619939,0.000795712,0.000477848,,,,,,,,,,
133,0.001081337,0.000415834,0.000455912,0.000266628,0.000453149,0.001070627,0.00063749,0.000791033,0.000484788,,,,,,,,,,
134,0.001067254,0.00041328,0.00045352,0.000284841,0.000460734,0.001074314,0.000656075,0.000785341,0.000490796,,,,,,,,,,
135,0.001053485,0.000409495,0.000449687,0.000305133,0.000467008,0.001076459,0.000675499,0.000778611,0.000495669,,,,,,,,,,
136,0.001040157,0.000404463,0.00044427,0.000327118,0.000472084,0.001076903,0.000695515,0.000770816,0.000499205,,,,,,,,,,
137,0.001027394,0.000398198,0.000437098,0.000350336,0.000476099,0.001075474,0.00071583,0.000761929,0.0005012,,,,,,,,,,
138,0.001015315,0.000390741,0.000427987,0.000374288,0.000479204,0.001072006,0.000736113,0.000751926,0.000501461,,,,,,,,,,
139,0.001004038,0.000382165,0.000416741,0.000398466,0.000481564,0.001066345,0.000755995,0.000740789,0.000499805,,,,,,,,,,
140,0.000993675,0.000372573,0.000403168,0.00042237,0.000483352,0.001058364,0.000775086,0.000728512,0.000496064,,,,,,,,,,
141,0.000984334,0.000362097,0.000387084,0.000445514,0.000484747,0.001047973,0.000792983,0.000715101,0.000490087,,,,,,,,,,
142,0.000976116,0.000350898,0.000368314,0.000467429,0.00048593,0.001035125,0.000809293,0.000700572,0.000481739,,,,,,,,,,
143,0.000969113,0.000339156,0.000346692,0.000487671,0.000487079,0.00101982,0.000823647,0.000684956,0.000470911,,,,,,,,,,
144,0.000963405,0.000327071,0.000322057,0.000505822,0.000488367,0.001002109,0.000835719,0.000668295,0.000457516,,,,,,,,,,
145,0.000959061,0.000314853,0.000294233,0.000521495,0.000489954,0.000982099,0.000845241,0.00065065,0.000441505,,,,,,,,,,
146,0.000956135,0.000302715,0.000263056,0.000534343,0.000491983,0.000959952,0.000852014,0.000632096,0.000422874,,,,,,,,,,
147,0.000954664,0.000290866,0.000228833,0.000544062,0.000494578,0.000935885,0.000855919,0.000612733,0.000401696,,,,,,,,,,
148,0.000954673,0.000279501,0.000195758,0.000550398,0.000497835,0.000910177,0.000856921,0.000592687,0.000378175,,,,,,,,,,
149,0.000956172,0.000268796,0.00017121,0.000553154,0.00050183,0.000883166,0.000855072,0.000572116,0.000352759,,,,,,,,,,
150,0.000959159,0.000258904,0.000154194,0.000552187,0.000506612,0.000855242,0.000850517,0.000551213,0.00032632,,,,,,,,,,
151,0.000963624,0.000249949,0.000142193,0.000547412,0.00051221,0.000826841,0.000843498,0.000530203,0.000300358,,,,,,,,,,
152,0.000969544,0.000242027,0.000133665,0.000538801,0.000518629,0.000798426,0.000834355,0.000509339,0.000276794,,,,,,,,,,
153,0.000976886,0.000235206,0.000127723,0.000526383,0.000525854,0.000770469,0.000823521,0.000488897,0.000257108,,,,,,,,,,
154,0.000985602,0.000229529,0.00012385,0.00051024,0.000533849,0.000743425,0.000811505,0.000469158,0.000241757,,,,,,,,,,
155,0.00099563,0.000225015,0.000121756,0.000490514,0.000542552,0.000717711,0.000798866,0.000450398,0.000230489,,,,,,,,,,
156,0.001006886,0.000221664,0.000121317,0.000467399,0.000551876,0.000693685,0.000786179,0.000432866,0.000222851,,,,,,,,,,
157,0.001019269,0.000219458,0.000122545,0.00044115,0.000561709,0.000671632,0.000773997,0.000416778,0.000218447,,,,,,,,,,
158,0.001032659,0.000218369,0.0001256,0.000412083,0.000571913,0.000651768,0.000762823,0.0004023,0.000217018,,,,,,,,,,
159,0.001046916,0.000218353,0.000130836,0.000380595,0.000582328,0.000634234,0.000753084,0.00038955,0.000218463,,,,,,,,,,
160,0.001061883,0.000219355,0.000138912,0.000347226,0.000592775,0.000619103,0.000745121,0.000378594,0.000222835,,,,,,,,,,
161,0.001077388,0.000221302,0.000151005,0.000312811,0.000603062,0.000606392,0.000739188,0.000369454,0.000230351,,,,,,,,,,
162,0.001093243,0.000224111,0.000168968,0.000278792,0.000612988,0.000596073,0.000735454,0.00036212,0.000241404,,,,,,,,,,
163,0.001109253,0.000227682,0.000192511,0.000247433,0.000622354,0.000588076,0.000734017,0.000356554,0.00025657,,,,,,,,,,
164,0.001125207,0.0002319,0.000214782,0.000220922,0.00063096,0.000582293,0.000734904,0.000352695,0.000276561,,,,,,,,,,
165,0.001140888,0.000236639,0.000232969,0.000199927,0.000638614,0.000578581,0.000738071,0.000350461,0.000302023,,,,,,,,,,
166,0.001156069,0.000241756,0.000247088,0.000183865,0.000645131,0.000576756,0.000743399,0.000349747,0.000333021,,,,,,,,,,
167,0.001170521,0.000247103,0.00025745,0.000171869,0.000650339,0.000576599,0.000750687,0.000350425,0.00036846,,,,,,,,,,
168,0.001184013,0.000252529,0.000264365,0.000163219,0.000654081,0.000577855,0.000759645,0.000352338,0.000406352,,,,,,,,,,
169,0.001196324,0.000257881,0.000268135,0.000157412,0.000656227,0.000580239,0.000769889,0.0003553,0.000444837,,,,,,,,,,
170,0.001207243,0.000263015,0.000269071,0.000154145,0.000656676,0.000583448,0.000780949,0.0003591,0.000482684,,,,,,,,,,
171,0.001216579,0.000267796,0.000267495,0.000153285,0.000655359,0.00058717,0.000792285,0.000363501,0.00051918,,,,,,,,,,
172,0.001224161,0.000272105,0.000263739,0.000154856,0.000652249,0.000591101,0.000803311,0.000368255,0.000553915,,,,,,,,,,
173,0.001229846,0.000275834,0.000258138,0.000159041,0.000647361,0.000594962,0.000813428,0.000373117,0.000586645,,,,,,,,,,
174,0.001233518,0.000278894,0.000251017,0.000166204,0.000640752,0.000598508,0.000822064,0.000377855,0.000617214,,,,,,,,,,
175,0.001235093,0.000281215,0.000242684,0.000176906,0.000632527,0.000601539,0.00082871,0.00038227,0.00064553,,,,,,,,,,
176,0.001234522,0.00028275,0.000233411,0.000191868,0.000622834,0.000603907,0.000832946,0.0003862,0.00067154,,,,,,,,,,
177,0.001231783,0.000283469,0.000223435,0.000211676,0.00061186,0.000605512,0.000834463,0.000389523,0.000695222,,,,,,,,,,
178,0.001226887,0.000283366,0.000212945,0.000236034,0.000599825,0.0006063,0.000833082,0.000392161,0.000716578,,,,,,,,,,
179,0.001219869,0.00028245,0.000202081,0.000263375,0.000586971,0.000606261,0.000828763,0.000394072,0.000735626,,,,,,,,,,
180,0.001210792,0.000280752,0.000190933,0.000291969,0.000573553,0.000605425,0.000821617,0.00039525,0.000752398,,,,,,,,,,
181,0.001199743,0.000278326,0.000179539,0.000320804,0.000559832,0.000603858,0.000811897,0.00039572,0.000766938,,,,,,,,,,
182,0.001186831,0.000275244,0.000167891,0.000349424,0.000546058,0.000601656,0.000799985,0.000395535,0.000779302,,,,,,,,,,
183,0.001172181,0.000271595,0.000155933,0.000377617,0.000532463,0.000598941,0.00078637,0.000394771,0.000789558,,,,,,,,,,
184,0.001155934,0.000267483,0.000143564,0.000405246,0.000519246,0.000595855,0.000771617,0.000393518,0.000797783,,,,,,,,,,
185,0.001138236,0.000263018,0.00013063,0.000432191,0.000506572,0.000592549,0.000756332,0.000391881,0.00080406,,,,,,,,,,
186,0.00111924,0.000258314,0.000116926,0.000458319,0.000494559,0.000589179,0.000741124,0.000389971,0.000808482,,,,,,,,,,
187,0.001099092,0.000253477,0.000102261,0.000483478,0.000483282,0.000585898,0.000726562,0.000387904,0.000811145,,,,,,,,,,
188,0.001077934,0.000248606,8.74E-05,0.000507504,0.00047277,0.000582849,0.000713154,0.000385793,0.000812153,,,,,,,,,,
189,0.001055896,0.000243784,7.58E-05,0.000530219,0.000463007,0.000580165,0.000701317,0.000383754,0.000811613,,,,,,,,,,
190,0.001033095,0.000239075,6.80E-05,0.000551446,0.000453936,0.000577962,0.000691377,0.000381897,0.00080964,,,,,,,,,,
191,0.001009629,0.000234524,6.28E-05,0.000571012,0.000445464,0.00057634,0.000683568,0.000380328,0.000806356,,,,,,,,,,
192,0.000985583,0.000230157,5.94E-05,0.000588757,0.000437464,0.000575382,0.000678041,0.000379149,0.000801889,,,,,,,,,,
193,0.000961025,0.000225981,5.72E-05,0.000604539,0.000429785,0.000575152,0.000674871,0.00037846,0.000796382,,,,,,,,,,
194,0.000936009,0.000221986,5.59E-05,0.000618243,0.000422257,0.000575704,0.000674069,0.000378356,0.000789991,,,,,,,,,,
195,0.000910577,0.000218149,5.55E-05,0.000629786,0.000414703,0.000577072,0.000675582,0.000378929,0.00078289,,,,,,,,,,
196,0.000884759,0.000214434,5.59E-05,0.000639122,0.000406956,0.000579274,0.000679294,0.000380264,0.000775269,,,,,,,,,,
197,0.000858574,0.00021079,5.70E-05,0.000646247,0.00039887,0.000582312,0.000685029,0.000382436,0.000767329,,,,,,,,,,
198,0.000832032,0.000207162,5.89E-05,0.000651193,0.000390345,0.000586169,0.00069254,0.000385509,0.000759282,,,,,,,,,,
199,0.000805142,0.000203487,6.18E-05,0.00065403,0.000381348,0.000590815,0.000701519,0.000389535,0.000751349,,,,,,,,,,
200,0.000777905,0.000199699,6.59E-05,0.000654864,0.00037193,0.000596201,0.000711598,0.000394553,0.000743744,,,,,,,,,,
201,0.000750325,0.000195738,7.18E-05,0.000653829,0.000362248,0.00060227,0.000722363,0.000400586,0.000736682,,,,,,,,,,
202,0.000722408,0.000191551,8.04E-05,0.000651083,0.000352555,0.000608956,0.000733381,0.000407645,0.000730361,,,,,,,,,,
203,0.000694167,0.000187099,9.25E-05,0.000646803,0.000343191,0.000616188,0.000744227,0.000415725,0.000724965,,,,,,,,,,
204,0.000665624,0.000182364,0.000105035,0.000641171,0.000334539,0.00062389,0.000754522,0.000424808,0.000720658,,,,,,,,,,
205,0.000636818,0.000177354,0.000115351,0.000634376,0.000326978,0.000631988,0.000763959,0.000434859,0.00071758,,,,,,,,,,
206,0.000607801,0.000172108,0.00012322,0.000626599,0.000320838,0.000640408,0.000772331,0.000445826,0.000715846,,,,,,,,,,
207,0.000578645,0.000166696,0.000128715,0.000618012,0.000316379,0.000649076,0.00077954,0.000457636,0.000715541,,,,,,,,,,
208,0.000549441,0.000161221,0.000131938,0.000608772,0.00031379,0.000657916,0.000785602,0.000470195,0.000716718,,,,,,,,,,
209,0.000520299,0.000155803,0.000133026,0.000599022,0.000313205,0.000666849,0.000790631,0.000483384,0.000719396,,,,,,,,,,
210,0.000491346,0.00015058,0.000132183,0.000588885,0.000314727,0.000675794,0.000794822,0.000497063,0.000723556,,,,,,,,,,
