,0,1,2,3,4,5,6,7,8
0,0.0008143610384520604,0.0005194203242369568,0.0010971175720063757,0.0005019971811837044,0.000743273859170288,0.00048826491833814866,0.0009322580249708088,0.0006382704869352441,0.0006636640950907176
1,0.0008228344685366677,0.0005342623092852125,0.0010781751539709584,0.0005108587842463752,0.0007344239296658564,0.000489600817734945,0.0009242425562537258,0.0006357447771616213,0.0006716102420448077
2,0.000832273127835292,0.0005508272777529376,0.001057809501163294,0.0005207396112072328,0.0007256455110559642,0.000491809712332019,0.0009155417604720039,0.0006338852927564724,0.0006805524362230155
3,0.0008426714982687685,0.0005691704009289906,0.0010362188587475524,0.0005316519565775059,0.0007171264103423018,0.0004949702128315951,0.0009061933628686477,0.0006328185627051308,0.0006905001782084448
4,0.0008540308865521244,0.0005893646488062833,0.0010135998509212347,0.0005436184025124527,0.0007090261656038934,0.0004991469773156628,0.0008962365279576851,0.000632647106392541,0.0007014708663173332
5,0.0008663583001264809,0.0006115003148747604,0.000990144450027147,0.0005566711465715098,0.000701479326766887,0.0005043978038670758,0.0008857088170255272,0.0006334556009715787,0.0007134886321633684
6,0.0008796648953614853,0.0006356835674872712,0.000966041107186983,0.0005708502367414374,0.0006945982423288278,0.0005107767653709791,0.0008746464887215458,0.0006353154172177614,0.0007265820248389989
7,0.0008939664771665521,0.0006620367202459555,0.000941472804609057,0.0005862044399646925,0.0006884737124151616,0.0005183355214614121,0.0008630866209695525,0.0006382857430488916,0.0007407855043389276
8,0.0009092811333162069,0.0006906973623242842,0.000916616451018227,0.0006027897925490496,0.0006831790979081318,0.0005271269674648737,0.0008510655221551662,0.0006424183720258373,0.0007561379569198953
9,0.000924211486891893,0.0007181641238613425,0.0008940941225592618,0.0006189325306510641,0.000680726390150785,0.0005380478378265428,0.0008398282775144781,0.0006491794976393398,0.000771457766369556
10,0.0009387725830571766,0.0007446234121335994,0.0008737020203978754,0.0006346953148780533,0.0006808264849960252,0.0005507731672531421,0.0008292530260684503,0.0006582542571279222,0.0007867103376707035
11,0.0009529891991000606,0.0007702368872697025,0.0008552780256482403,0.0006501468130136103,0.0006832269793612583,0.0005650284737755623,0.0008192476107843106,0.0006693624252088574,0.0008018862229279556
12,0.0009668829556618093,0.0007951312384670321,0.0008386934040533603,0.0006653478387517728,0.0006877103341689784,0.0005805891974401528,0.00080974177065065,0.0006822586679575394,0.0008169821286202861
13,0.000980464475966459,0.0008193957291581764,0.00082384986998281,0.0006803444197294848,0.0006940883851580368,0.0005972689694911683,0.000800685218419753,0.0006967271533496364,0.0008319911515950397
14,0.0009937323303470475,0.0008430832324913494,0.0008106756696903023,0.0006951680753273745,0.0007021904206787938,0.000614902452210455,0.0007920477224795101,0.0007125708685942257,0.0008469003610212239
