freq,Ang_0,Ang_45,Ang_90,Ang_135,Ang_180,Ang_225,Ang_270,Ang_315,Ang_360
4420000000,0.000824771,0.000848158,0.000922405,0.000780863,0.000943071,0.000852096,0.000858217,0.000910721,0.000833538
4430000000,0.000813402,0.000836833,0.0009219,0.000776033,0.000937772,0.000845894,0.000861071,0.000901833,0.000825771
4440000000,0.000803183,0.000826701,0.000920649,0.000772236,0.000932513,0.000840291,0.000863373,0.000893391,0.000819089
4450000000,0.000794115,0.000817771,0.00091868,0.000769509,0.000927343,0.000835341,0.000865152,0.000885448,0.000813508
4460000000,0.000786182,0.000810033,0.000916032,0.000767866,0.00092231,0.000831086,0.000866444,0.000878051,0.000809022
4460000000,0.000779345,0.00080345,0.000912756,0.000767304,0.00091746,0.000827558,0.000867291,0.000871235,0.000805605
4470000000,0.000773549,0.000797968,0.00090891,0.000767799,0.000912834,0.000824773,0.000867744,0.000865027,0.000803214
4480000000,0.000768721,0.000793509,0.00090456,0.000769313,0.000908471,0.000822737,0.000867857,0.000859443,0.000801786
4490000000,0.000764777,0.000789981,0.000899776,0.000771788,0.000904404,0.000821444,0.000867687,0.000854487,0.000801247
4500000000,0.000761622,0.000787278,0.000894633,0.000775156,0.000900661,0.000820876,0.000867294,0.000850155,0.000801508
4500000000,0.00075915,0.000785282,0.000889205,0.000779333,0.000897265,0.000821004,0.000866737,0.000846433,0.00080247
4510000000,0.000757251,0.000783865,0.00088357,0.000784224,0.000894239,0.000821794,0.00086607,0.000843298,0.000804023
4520000000,0.000755804,0.000782891,0.00087781,0.00078972,0.000891602,0.000823202,0.000865344,0.000840723,0.000806049
4530000000,0.000754687,0.000782216,0.000872008,0.000795703,0.000889367,0.000825178,0.000864605,0.000838672,0.000808421
4540000000,0.000753775,0.000781694,0.000866244,0.000802043,0.000887543,0.000827661,0.000863894,0.000837102,0.000811009
4540000000,0.000752946,0.000781178,0.000860599,0.000808607,0.000886135,0.000830584,0.000863246,0.000835963,0.000813681
4550000000,0.000752082,0.000780526,0.000855148,0.000815258,0.000885143,0.000833877,0.000862688,0.000835205,0.000816306
4560000000,0.000751072,0.000779602,0.000849965,0.000821857,0.000884564,0.000837467,0.00086224,0.000834769,0.000818757
4570000000,0.000749817,0.000778279,0.000845119,0.000828264,0.00088439,0.000841276,0.000861916,0.000834599,0.000820913
4580000000,0.000748228,0.000776442,0.000840671,0.000834346,0.000884611,0.000845229,0.000861722,0.000834636,0.000822662
4580000000,0.000746235,0.000773996,0.000836676,0.000839976,0.000885214,0.000849249,0.000861662,0.000834823,0.000823904
4590000000,0.000743785,0.000770863,0.00083318,0.000845036,0.000886182,0.000853266,0.000861731,0.000835106,0.000824555
4600000000,0.000740848,0.000766987,0.000830221,0.000849424,0.000887498,0.000857214,0.000861922,0.000835436,0.000824549
4610000000,0.000737416,0.000762339,0.000827826,0.00085305,0.000889147,0.000861035,0.000862224,0.000835769,0.000823839
4620000000,0.000733505,0.000756914,0.000826013,0.000855845,0.000891111,0.00086468,0.000862623,0.000836071,0.0008224
