,mean,std
Ang_0,-30.130557825020823,0.689939156513607
Ang_45,-30.431340711373693,0.6738896077601428
Ang_90,-30.68477607615114,0.5458354894308598
Ang_135,-30.617995869869866,0.6365802829975833
Ang_180,-30.347157027579136,0.5068508396877872
Ang_225,-30.575560526093682,0.6500302428691301
Ang_270,-30.66438819989751,0.716166310985381
Ang_315,-30.67364176633684,0.5379700426915092
Ang_360,-30.39018829722313,0.599444663566988
