Time,Mic 1,Mic 2,Mic 3,Mic 4,Mic 5,Mic 6,Mic 7,Mic 8
0.000,54.557,53.918,52.039,50.205,51.110,55.258,55.774,65.605
0.000,57.363,57.124,54.994,53.293,53.928,58.168,59.282,65.673
0.000,59.455,59.106,56.719,55.045,56.219,59.715,61.191,65.961
0.000,60.475,60.228,57.863,56.095,57.352,60.906,62.187,66.861
0.000,61.098,60.991,58.707,56.787,57.984,61.717,63.103,71.228
0.000,61.729,61.342,59.239,57.624,58.399,62.210,63.634,72.363
0.000,62.318,61.934,59.856,58.242,58.938,62.704,64.103,72.141
0.280,62.660,62.465,60.318,58.656,59.435,63.215,64.527,72.231
0.000,63.044,62.810,60.789,58.915,59.809,63.465,64.797,72.465
0.000,63.443,63.183,61.185,59.107,60.187,63.745,65.066,72.399
0.000,63.669,63.529,61.548,59.380,60.478,64.127,65.425,72.219
0.000,63.927,63.726,61.744,59.652,60.749,64.427,65.794,71.898
0.000,64.061,63.828,61.803,59.941,60.997,64.676,65.946,71.651
0.000,64.168,63.891,61.888,60.034,61.072,64.827,66.072,71.708
0.000,64.216,63.975,61.983,60.179,61.150,64.913,66.089,71.944
0.379,64.366,64.032,62.050,60.375,61.242,65.006,66.244,71.819
0.000,64.394,64.033,62.080,60.451,61.330,65.100,66.287,72.233
0.000,64.446,64.082,62.154,60.472,61.366,65.220,66.443,72.311
0.000,64.533,64.129,62.185,60.489,61.445,65.304,66.533,72.250
0.000,64.571,64.198,62.222,60.501,61.454,65.383,66.580,72.367
0.000,64.646,64.259,62.248,60.603,61.466,65.389,66.654,72.207
0.000,64.721,64.273,62.243,60.646,61.480,65.433,66.734,71.960
0.000,64.770,64.331,62.336,60.746,61.538,65.475,66.826,72.356
0.480,64.869,64.415,62.379,60.800,61.600,65.557,66.826,72.414
0.000,64.890,64.396,62.472,60.866,61.595,65.575,66.836,73.009
0.000,64.955,64.433,62.442,60.914,61.597,65.615,66.882,73.339
0.000,64.973,64.403,62.422,60.952,61.591,65.634,66.893,73.238
0.000,64.998,64.473,62.496,61.000,61.651,65.644,66.903,72.960
