Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),App message,
5.684194999999832,2000,,0.11047615205228856,-7.405536221858528,14.245529268407637,8.168799883456144,8755,116.3688778275394,101.28942699486018,87.04168063300635,0.07311262825323628,0.0636384603865791,,
5.711290000000037,2000,,0.11054815800654083,-7.408014509809052,14.24533782409008,8.169071109152453,8755,116.37117765889094,101.35130262522607,87.09313136136564,0.07309244497036407,0.06365849911327308,,
5.736339999999851,2000,,0.1106117935818538,-7.410335683800897,14.245163740875851,8.169832922654532,8756,116.38060771881212,101.41774625574514,87.14316606833775,0.07306744586015797,0.06367328568781024,,
5.770495000000111,2000,,0.11063831014845715,-7.413123359367176,14.244905155795717,8.172011575877706,8756,116.40952983044261,101.4434677186889,87.14361089375356,0.07307639935894521,0.06368141311252463,,
5.802174999999814,2000,,0.11068665042781989,-7.414670074368456,14.244760496067508,8.166155393724132,8756,116.32492775727013,101.4861195944789,87.24365581059746,0.07306092797710864,0.06374102453637717,,
5.82523499999987,2000,,0.11077341866191115,-7.415588532485741,14.244598267801933,8.166345223057233,8757,116.32630701863366,101.58350895225979,87.32634221422305,0.07299992497769273,0.06374816430214604,,
5.851054999999935,2000,,0.11079829934261864,-7.416073600522052,14.244454013659315,8.166389919287521,8756,116.3257656629021,101.59124059726297,87.33339515826786,0.07299914399039097,0.06375263088328109,,
5.8748049999999346,2000,,0.11082457699278314,-7.414760015361618,14.244278097704187,8.166773736896097,8756,116.32979626937485,101.61553421834863,87.35125262580735,0.07296876478973174,0.06373913006940973,,
5.900684999999823,2000,,0.11088126043272584,-7.41504625791014,14.244032062889396,8.175199073419362,8755,116.44779772228908,101.65470687270557,87.29637559581602,0.07294346209856702,0.06367699864615677,,
5.922794999999925,2000,,0.11087335495019712,-7.414710879880096,14.24389308059964,8.176618998771078,8755,116.46688677929491,101.64816722289318,87.27645258992519,0.0729448555980472,0.06366368231281905,,
5.9519399999999445,2000,,0.11080454965045161,-7.413160299270146,14.243644797440389,8.177605155909843,8754,116.47890313449693,101.58201088790456,87.21065201876851,0.07297709736668381,0.06364380243785649,,
5.979734999999869,2000,,0.110705116757146,-7.410273509512179,14.243477695422499,8.17827078930081,8755,116.48701757453145,101.49343662570296,87.12853907583718,0.0730123420378451,0.06361458696262776,,
6.0104849999998695,2000,,0.11065051238122092,-7.408425197842431,14.24333439134558,8.176084007327768,8754,116.4546985281022,101.43762895039708,87.10479717219715,0.07303428988334441,0.06361637006904167,,
6.0372800000000275,2000,,0.11068710935446502,-7.4078179570588105,14.2431310637221,8.176744775684492,8754,116.46244751467918,101.46334533633942,87.12108280529718,0.07300979415278235,0.06360692321982253,,
6.071314999999944,2000,,0.11073868378033669,-7.408331951870087,14.242898356947927,8.17657783072277,8754,116.4581669506582,101.514245116781,87.16799154136717,0.0729782499327815,0.06361367472844477,,
6.098199999999953,2000,,0.11075622954368924,-7.408654769135293,14.242762204268187,8.176080078384079,8753,116.44996431947884,101.52569480776741,87.18396386042086,0.07297319937739033,0.06362092777297684,,
6.123139999999897,2000,,0.11067369845612529,-7.408979890465242,14.242627143829074,8.176334563835722,8753,116.4524845959145,101.44163672804972,87.10989471804588,0.07303687252530872,0.0636223427621498,,
6.151104999999982,2000,,0.11063138294322905,-7.408705391856705,14.242460824303443,8.176912660800648,8753,116.45935823520405,101.40735589439011,87.07531745931952,0.07305885580502111,0.06361623062436862,,
6.1820699999998325,2000,,0.1107916094280299,-7.407921366090946,14.242275004921893,8.178074017615172,8754,116.47437916948174,101.56181933204908,87.19670373539111,0.07294002229195283,0.06360129514244234,,
6.215344999999972,2000,,0.11073906817805956,-7.407022914523157,14.242013553563186,8.181212094659186,8754,116.51693353671119,101.51561096080724,87.12519964218123,0.07296437310890866,0.06357035573880267,,
6.24975,2000,,0.11086570561208964,-7.406055402318315,14.24182552766714,8.180587335680872,8754,116.50649754861037,101.63093372982031,87.23198780172456,0.0728720590328026,0.06356774564635988,,
6.275884999999777,2000,,0.1108450097596817,-7.406529337989684,14.241714493733731,8.176678078029175,8754,116.44991469446298,101.61314066651447,87.25909412052667,0.07288948348026436,0.06360270299400962,,
6.302219999999739,2000,,0.11078614084585925,-7.406684773865463,14.241635363005031,8.171959168288751,8755,116.38206267613425,101.56873798410508,87.27181461523723,0.07292287883920115,0.06364111963264169,,
6.329374999999767,2000,,0.11063033989172055,-7.4054595643587,14.241475519170466,8.172426429873465,8755,116.38741093326463,101.4329288387835,87.15111714010385,0.07300843669937664,0.06362766819003231,,
6.359724999999861,2000,,0.11054911563581182,-7.404441260872264,14.241338878970936,8.171512780368793,8754,116.373282659074,101.34696135575768,87.08782552148394,0.07306031835409937,0.06362664257365877,,
6.386939999999944,2000,,0.11048395568620839,-7.403313444962989,14.241102001745695,8.175156022169112,8755,116.42323079189592,101.29860457267506,87.00892758571885,0.07308406148528532,0.06358965813443415,,
6.4296450000000185,2000,,0.11060475329036501,-7.399830719751485,14.240982783755719,8.170574222027172,8755,116.35700682928723,101.40696168247788,87.15157294416893,0.0729716244030818,0.06359591847019681,,
6.456164999999804,2000,,0.1106186047021318,-7.399310399967304,14.240830770731733,8.173410775400551,8754,116.39615967215448,101.40903700982167,87.12404025652903,0.0729650001434356,0.0635700560981433,,
